province,district,election_type,drive_id,extracted_valid,weak_summary,ref_valid,delta_valid_vs_killernay,exact_killernay
นครปฐม,3,party_list,1JIM7_8xeyGmJfDlDfPovZWY_jG817FmD,82500.0,False,82526.0,-26.0,False
นครปฐม,4,constituency,1mxgffucPuVzy0un7RN1s_jO5XatI0Vvc,97930.0,False,97930.0,0.0,True
นครปฐม,4,party_list,1ivIXLVjTgD6AiWgylZS7lf1jzUgQPRb3,96709.0,False,96709.0,0.0,True
นครปฐม,5,constituency,1wBuFqYuxRvOuZFjsbV_EAIne8afm5d5T,99742.0,False,99742.0,0.0,True
นครปฐม,5,party_list,1_rUV0cxMoAFDW_iOD3g6wgxLHdnW0tC8,98825.0,False,98825.0,0.0,True
นครปฐม,6,constituency,12EWUH1UoYTIqSHOwpqypz6gqgypG5TSg,89774.0,False,89774.0,0.0,True
นครปฐม,6,party_list,1edFWLejArJQA1PKk_ukTFPUrBadcqdjT,91036.0,False,91036.0,0.0,True
นครพนม,1,constituency,1gHIIrx6ollkuOsxbeJvVvcrLZ23L3LwM,94537.0,False,94537.0,0.0,True
นครพนม,1,party_list,1jrWKMeEpHeW4PrWQPL1u9ck5lWoB6nE8,92903.0,False,92903.0,0.0,True
นครพนม,2,constituency,1eUWE2Yvh9fzOT2a0ACLYLopuDgJMVhLa,85967.0,False,85967.0,0.0,True
นครพนม,2,party_list,missing::นครพนม::2::party_list,,True,,,False
นครพนม,3,constituency,1c9ZE4822AqCc8uuu0k9YKz3cd3uhQXjv,88863.0,False,88863.0,0.0,True
นครพนม,3,party_list,1EvPknBEZtVGPGoOCyVqGwnuy9UD3jSlH,88074.0,False,88074.0,0.0,True
นครพนม,4,constituency,1VQ5lRThcfMGHU1zmKqFBODipcAAUJ8Ta,92181.0,False,92181.0,0.0,True
นครพนม,4,party_list,1eJpOeh07zyE0lAcRdTyMQRcRLLzPtPL1,90744.0,False,90744.0,0.0,True
นครราชสีมา,1,constituency,15ZGFtRWsjCMd5zInmWlMBH6irip22Cpj,80985.0,False,80985.0,0.0,True
นครราชสีมา,1,party_list,1N194FsykU8B2aO3OQlxq1SPyQd_ISMfi,83542.0,False,83542.0,0.0,True
นครราชสีมา,2,constituency,1ec3vCReFnYuwI7VXcn4CMfRmA9DNKSbC,96710.0,False,96710.0,0.0,True
นครราชสีมา,2,party_list,1gWjLeskpwPHfxYgpkfOxDr-DTymNtGxR,96874.0,False,96874.0,0.0,True
นครราชสีมา,3,constituency,1twC5qDcxqJD1-jKRgvuPNOE4z72CNSQJ,92622.0,False,92622.0,0.0,True
นครราชสีมา,3,party_list,1gmCNS-QmZ61IwAuTF3z3Wa3DsXN3_5En,93802.0,False,93802.0,0.0,True
นครราชสีมา,4,constituency,1_r5LHSoaIHYNliWSKNLRaagWj0-Nsok0,84302.0,False,84302.0,0.0,True
นครราชสีมา,4,party_list,11CPiXk5I-7dDEyeFCQ92DxwRMN5kgP4_,85195.0,False,85195.0,0.0,True
นครราชสีมา,5,constituency,1K2bZs0qeA8LjtbbzGOSo4BJAj_4c6259,87644.0,False,87644.0,0.0,True
นครราชสีมา,5,party_list,1nXv-7fapX3DrukXugwLjO8DEs9Z3LcpT,86005.0,False,86005.0,0.0,True
นครราชสีมา,6,constituency,1D-oOnbmgRY8dbqhq3X1tUm5Mr7919-lg,81811.0,False,81811.0,0.0,True
นครราชสีมา,6,party_list,1vdEI36JDfk5-TutXzrNil3pkk3d57Ho4,79241.0,False,79241.0,0.0,True
นครราชสีมา,7,constituency,1tpX1CiOz0-IBmoJ0hOU3hAZKmMtHHLY2,76958.0,False,76958.0,0.0,True
นครราชสีมา,7,party_list,17ynt_WhCwnc5i-vi9pg4B6_kDa8hmLcB,75590.0,False,75590.0,0.0,True
นครราชสีมา,8,constituency,1EFSKpTAYxeYPuZo85DvyfEYL4exnRaM4,79521.0,False,79521.0,0.0,True
นครราชสีมา,8,party_list,155RhiKVCp1DllniDeaXtNjin6Xz0LjNj,80704.0,False,80704.0,0.0,True
นครราชสีมา,9,constituency,1rp0vzjPS0gMJzmbm-vOqinT0Wu1qHtgW,87655.0,False,87655.0,0.0,True
นครราชสีมา,9,party_list,1Bto6q1I4SlNCMslnPOInXkCLxFKtHBZz,85355.0,False,85355.0,0.0,True
นครราชสีมา,10,constituency,1jNUzIezyu3kvIqF08M0zw7TF9Fl3f8dH,104308.0,False,104308.0,0.0,True
นครราชสีมา,10,party_list,1lUcGZjwlQ-1n3osX8Bq98g1spydLs_qE,101567.0,False,101567.0,0.0,True
นครราชสีมา,11,constituency,1pIQZVdUXvZKiqXyZh1d3QTKXyRkuasjc,85016.0,False,85016.0,0.0,True
นครราชสีมา,11,party_list,1GKeKNPDNhC3Ac0AVm6zrHoLFHrQ1VwQ1,84866.0,False,84866.0,0.0,True
นครราชสีมา,12,constituency,1FeBNUJeP079sxAsfXNmBLQZ-3ed7x8_E,86006.0,False,86006.0,0.0,True
นครราชสีมา,12,party_list,1v2EICTE2g_rk0MaZLUaZbjNU7fxX69kF,85430.0,False,85430.0,0.0,True
นครราชสีมา,13,constituency,1SFO8xaUkxrQPWEvAb4xieDOIM01nLEAm,66505.0,False,66505.0,0.0,True
นครราชสีมา,13,party_list,1aqb4gW7J2F7hpIeDGqbcitGTlzMFJzD7,69484.0,False,69484.0,0.0,True
นครราชสีมา,14,constituency,1wYOX4ZSpWAszq2dc7nZZMB2m6vVnR4Vc,73189.0,False,73189.0,0.0,True
นครราชสีมา,14,party_list,1dIloQHIC2gRxInzTnqCz2H074gyJIVpz,75906.0,False,75906.0,0.0,True
นครราชสีมา,15,constituency,15Kh9zyJuEQNP5zsO8PXf_zazEtJIMXOD,95199.0,False,95199.0,0.0,True
นครราชสีมา,15,party_list,1ANq39EuBPU1dpnDnfrvSgukgzeMoeUst,92072.0,False,92072.0,0.0,True
นครราชสีมา,16,constituency,1NzwSYAyAw6CwR9H2AsyavHm7ZAcwFOKh,83999.0,False,83999.0,0.0,True
นครราชสีมา,16,party_list,12xOw9O32QZAoERfrMLvrKraJCmpF2rjP,81924.0,False,81924.0,0.0,True
นครศรีธรรมราช,1,constituency,1-RiKVU10Q1flpzkTVZNYQb2d7qVcDXK_,91623.0,False,91623.0,0.0,True
นครศรีธรรมราช,1,party_list,1ZtT2rXfS_SbVtNrVCK-5Sacv1yTa6esU,94145.0,False,94145.0,0.0,True
นครศรีธรรมราช,2,constituency,160PpjAVMsGt1s52robMo5aa7qduqOhGP,91714.0,False,91714.0,0.0,True
นครศรีธรรมราช,2,party_list,1xbe1V0XBJb0MbsemcV_6tErL1S9VKpI-,94553.0,False,,,False
นครศรีธรรมราช,3,constituency,1DHM9lj2gC9uwDvIN33v2flrFpOwLwERK,93045.0,False,93045.0,0.0,True
นครศรีธรรมราช,3,party_list,1PhnT2OE5eS0sQwJg4IUGgJtZVx01--MI,93454.0,False,93454.0,0.0,True
นครศรีธรรมราช,4,constituency,1egL2J29xACWYPx6tH4JCXvBNk8hS9Bae,97047.0,False,97047.0,0.0,True
นครศรีธรรมราช,4,party_list,1K6p_C5Mi2HvzK0lJjt28-W9LeGLRM8r1,98120.0,False,98120.0,0.0,True
นครศรีธรรมราช,5,constituency,1hqMrx5lWZkssz_dSPlcn3SS6xrQdKajZ,100294.0,False,100294.0,0.0,True
นครศรีธรรมราช,5,party_list,1soT_TqXpEYf184nVPomy4dwzFBYQVPW3,100951.0,False,100951.0,0.0,True
นครศรีธรรมราช,6,constituency,1KbHuzEWBLEtlzVt0MBLVgVTGp-GcETzz,100028.0,False,100028.0,0.0,True
นครศรีธรรมราช,6,party_list,1Xvdw1rY3g0Q2CFuHmvuTQlVvol0jD47Q,100145.0,False,100145.0,0.0,True
นครศรีธรรมราช,7,constituency,1fgXH3wCFOjJcEtvV364-cEPdKEYjOAug,82744.0,False,82744.0,0.0,True
นครศรีธรรมราช,7,party_list,1G3c3YQuHiPiEw483TNUt2-caFR4htmZZ,91334.0,False,91334.0,0.0,True
นครศรีธรรมราช,8,constituency,1Asq3nWbmU1ZqWOjJVKPnuIIx2_v0TH7v,92847.0,False,92847.0,0.0,True
นครศรีธรรมราช,8,party_list,1nckwSq4UtM-IS8gfmEyRiEt_xGcEO_t2,94013.0,False,94013.0,0.0,True
นครศรีธรรมราช,9,constituency,13_mKJmJ2x87ACjsxE9eq7368SUMQTfV6,96071.0,False,96071.0,0.0,True
นครศรีธรรมราช,9,party_list,1AuRaRLkkzikcI9AjDHrUfcbTit9x4QxD,97194.0,False,97194.0,0.0,True
นครสวรรค์,1,constituency,1FXLw7eWBdeWjbA-eHaRfsasrmGYkUv_e,90110.0,False,90110.0,0.0,True
นครสวรรค์,1,party_list,1F5gIKnootb5K7RpuPFmRL36N_Lg6dQBX,91547.0,False,91547.0,0.0,True
นครสวรรค์,2,constituency,1XeWHpkeyRO-WChTNBrPJ9cilsVcfQZ7R,96984.0,False,96984.0,0.0,True
นครสวรรค์,2,party_list,1uxpeyJsHI9u2yjsWyWbtznqCWqydgrq5,94978.0,False,94978.0,0.0,True
นครสวรรค์,3,constituency,1hy0aZho3Rv-a9px7yCAtGixBZtaVRik7,90997.0,False,90997.0,0.0,True
นครสวรรค์,3,party_list,1C1iTzQ3ujxxY5JTgY7V6nabPzWKKaQ_R,90037.0,False,90037.0,0.0,True
นครสวรรค์,4,constituency,17K2dSvPjYBkYzbpp9sxyT0J3gkn7ozLg,83748.0,False,83748.0,0.0,True
นครสวรรค์,4,party_list,15Z_xrytFtFgFWqrCPO0HHwwkj03l00ev,83094.0,False,83094.0,0.0,True
นครสวรรค์,5,constituency,1KSqn1EuT5q8_V6uv0HNH5iDAB0zJLA8h,87228.0,False,87228.0,0.0,True
นครสวรรค์,5,party_list,1vifvpiF4lzLzS_kiWkYuYhZDQrqIy5wo,85271.0,False,85271.0,0.0,True
นครสวรรค์,6,constituency,1qhWED0oyJfSinVEjH6suAHzDcEROYq9q,85258.0,False,85258.0,0.0,True
นครสวรรค์,6,party_list,1487ZDm0vUn3rkEALvhKUvTHsIAStHHY-,80356.0,False,81637.0,-1281.0,False
นนทบุรี,1,constituency,1oJwJto4YpUhJSSYzM2eXhAUGQR0uerju,93883.0,False,93883.0,0.0,True
นนทบุรี,1,party_list,1ZpagCQTb707GR-1nt8k_i2AMtlQ1fhbY,96610.0,False,96610.0,0.0,True
นนทบุรี,2,constituency,1myXUDrrf9kCSnt4RAoYyP8UJYjalqalX,81123.0,False,81123.0,0.0,True
นนทบุรี,2,party_list,1CT4jt3yzGH-ps-p1UfpWhu6W2bMsYEyF,83688.0,False,83688.0,0.0,True
นนทบุรี,3,constituency,1UTdMPQ_1aUFOqo-4QgtQ2dUtxAypjbUO,96521.0,False,96521.0,0.0,True
นนทบุรี,3,party_list,1GeJeOFXCxU7a9ptjWupuCXce-Lw7hLes,100706.0,False,100706.0,0.0,True
นนทบุรี,4,constituency,1OFVDpp7H4PdU_C6NZL8GWkHcCVi6yTYl,85203.0,False,85203.0,0.0,True
นนทบุรี,4,party_list,1Ho5KU26FoIy5HN3FD9LBlNogb_aSJulo,88001.0,False,88001.0,0.0,True
นนทบุรี,5,constituency,1kw3q6E6Jk_F_Lb4LGt_g3sjGCarIpsv1,96107.0,False,96107.0,0.0,True
นนทบุรี,5,party_list,1ah07LwgRVdnVzXfNvHuhtlfCBg6t9xIj,98812.0,False,98812.0,0.0,True
นนทบุรี,6,constituency,1A3Bd-NMdEFtIljMRpAMp98JHq0Xpija5,99026.0,False,99026.0,0.0,True
นนทบุรี,6,party_list,1FOoRVeiYO1JkpWlgOgAMfNsjhHUdq-OI,103366.0,False,103366.0,0.0,True
นนทบุรี,7,constituency,1XQZTpIeiR5vqh4E6_8TRK-Y5Pk0xhloc,93993.0,False,93993.0,0.0,True
นนทบุรี,7,party_list,1XmRm8lFq5axP9UriSmNS6QgtA7cNKbS-,96807.0,False,96807.0,0.0,True
นนทบุรี,8,constituency,12pmuzMUzTZlf5-Nh4gogNTF9nfaSlDBe,88860.0,False,88860.0,0.0,True
นนทบุรี,8,party_list,1p7Y-9aOvmwUy2K5yqOuzU5jdDfXE9BLq,90783.0,False,90783.0,0.0,True
นราธิวาส,1,constituency,1HyYBgEaqev64kYG6G4GkkzEUZ_2IWHVS,93825.0,False,93825.0,0.0,True
นราธิวาส,1,party_list,1yuX5a6FM6TT8MPs-4pwertrkOeg8Awy2,91272.0,False,91272.0,0.0,True
นราธิวาส,2,constituency,1u9Djagcs-xpQxfkHQWjODtSKXzXOQfQd,70635.0,False,70635.0,0.0,True
นราธิวาส,2,party_list,1ybdoZXQDPLYH36sRme_EDWty7sVUhnYq,70908.0,False,70908.0,0.0,True
นราธิวาส,3,constituency,19SEQ3JlF1d9-5azJeDhp09KnWrKG-c90,79299.0,False,79299.0,0.0,True
นราธิวาส,3,party_list,1Fft1UDsEkrl-QwQiKSjE4OfMc04ONMrp,77064.0,False,77064.0,0.0,True
นราธิวาส,4,constituency,1ewicRg1h4Sxy1AWSF6t3hnz2LPua3cQd,83440.0,False,83440.0,0.0,True
นราธิวาส,4,party_list,1bFDFOxXNZqzPpamptHXPvfe5CqQiAXMs,81154.0,False,81154.0,0.0,True
นราธิวาส,5,constituency,1WO1Wy9dRf7E4u0GfyA9bLvlD5fFlb71Y,88775.0,False,88775.0,0.0,True
นราธิวาส,5,party_list,1TPUak_5csv16xvnAituMT2PG4dNnrAla,86796.0,False,86796.0,0.0,True
น่าน,1,constituency,missing::น่าน::1::constituency,,True,,,False
น่าน,1,party_list,1O7swJzj0hH-mT67zR4lP9CjH9PuuGMTG,97503.0,False,97503.0,0.0,True
น่าน,2,constituency,1WHuT1oRCirzYuc8dNTOa_gKOxWxXGaW9,90486.0,False,90486.0,0.0,True
น่าน,2,party_list,1YZttQVcFOfC0_c6F8BxUz_OK7HtVNNKz,90844.0,False,90844.0,0.0,True
น่าน,3,constituency,12NuiOsfdjhX9CFXanbIf0kd6zTLMkh3E,79242.0,False,79242.0,0.0,True
น่าน,3,party_list,1MFSF9N2MlPn1zgS_DDvrtE0KIYRgzmAj,81284.0,False,81284.0,0.0,True
บึงกาฬ,1,constituency,14oBucoxPb0qVLwU9ufGe7h1sIQwXqjRd,69624.0,False,69624.0,0.0,True
บึงกาฬ,1,party_list,1Y8sf1IElwLma7aYyUCXLW4ySEMreyymu,69694.0,False,69694.0,0.0,True
บึงกาฬ,2,constituency,1uOE6HGXjFNb2WZXBoEMX7IOrlmvBXuyU,72072.0,False,72072.0,0.0,True
บึงกาฬ,2,party_list,1jOJ-VR0mHT3WTg-rA57USoMP0SKYjKeP,70564.0,False,70564.0,0.0,True
บึงกาฬ,3,constituency,1VzpODNa7IjE6eDVMtTKidQep3biv-LHB,70033.0,False,70033.0,0.0,True
บึงกาฬ,3,party_list,1i_b4llo3FYE0Auzv3Coiqgiht7-4eSJK,71066.0,False,71066.0,0.0,True
บุรีรัมย์,1,constituency,missing::บุรีรัมย์::1::constituency,,True,,,False
บุรีรัมย์,1,party_list,missing::บุรีรัมย์::1::party_list,,True,,,False
บุรีรัมย์,2,constituency,missing::บุรีรัมย์::2::constituency,,True,,,False
บุรีรัมย์,2,party_list,missing::บุรีรัมย์::2::party_list,,True,,,False
บุรีรัมย์,3,constituency,missing::บุรีรัมย์::3::constituency,,True,,,False
บุรีรัมย์,3,party_list,missing::บุรีรัมย์::3::party_list,,True,,,False
บุรีรัมย์,4,constituency,missing::บุรีรัมย์::4::constituency,,True,,,False
บุรีรัมย์,4,party_list,missing::บุรีรัมย์::4::party_list,,True,,,False
บุรีรัมย์,5,constituency,missing::บุรีรัมย์::5::constituency,,True,,,False
บุรีรัมย์,5,party_list,missing::บุรีรัมย์::5::party_list,,True,,,False
บุรีรัมย์,6,constituency,missing::บุรีรัมย์::6::constituency,,True,,,False
บุรีรัมย์,6,party_list,missing::บุรีรัมย์::6::party_list,,True,,,False
บุรีรัมย์,7,constituency,missing::บุรีรัมย์::7::constituency,,True,,,False
บุรีรัมย์,7,party_list,missing::บุรีรัมย์::7::party_list,,True,,,False
บุรีรัมย์,8,constituency,missing::บุรีรัมย์::8::constituency,,True,,,False
บุรีรัมย์,8,party_list,missing::บุรีรัมย์::8::party_list,,True,,,False
บุรีรัมย์,9,constituency,missing::บุรีรัมย์::9::constituency,,True,,,False
บุรีรัมย์,9,party_list,missing::บุรีรัมย์::9::party_list,,True,,,False
บุรีรัมย์,10,constituency,missing::บุรีรัมย์::10::constituency,,True,,,False
บุรีรัมย์,10,party_list,missing::บุรีรัมย์::10::party_list,,True,,,False
ปทุมธานี,1,constituency,1KpA6SFhZiSAEHsm8o7t0Rxkspau6vQ0F,95201.0,False,95201.0,0.0,True
ปทุมธานี,1,party_list,1x6OLPl6XWbe-5YuZTBUV0cvub7Mpx2_G,95730.0,False,95730.0,0.0,True
ปทุมธานี,2,constituency,1PuITLuq5ofu5yCvgvnR6KTyzjKTB2HBu,97032.0,False,97032.0,0.0,True
ปทุมธานี,2,party_list,14-4z4Dc9kLgJ2sehT1Msv74gjj7Bnxml,96562.0,False,96562.0,0.0,True
ปทุมธานี,3,constituency,1fmWDsYZnzXTmKycylSntWVEOiBNf1ED4,84153.0,False,84153.0,0.0,True
ปทุมธานี,3,party_list,1j1D6l7OS5yCdihytN-KJ8TMd8hchb80a,88780.0,False,88780.0,0.0,True
ปทุมธานี,4,constituency,1Q_vyNlUz5qW6zb0z0g9Voy1r_pPAbI01,90836.0,False,90836.0,0.0,True
ปทุมธานี,4,party_list,177-QHCBiE1ELj_R8926C_W0MIjNwPAlP,93513.0,False,93513.0,0.0,True
ปทุมธานี,5,constituency,1pg72LwM4HlAml2dRTNTB4K2yASF4lnBo,82519.0,False,82519.0,0.0,True
ปทุมธานี,5,party_list,1QzfcDKsF3Y9r2VLongosEViRaBNaGUMX,85017.0,False,85017.0,0.0,True
ปทุมธานี,6,constituency,13wfIUFLrPX_mzouu3s_EpcYiNVqxDYX7,84382.0,False,84382.0,0.0,True
ปทุมธานี,6,party_list,1Ms1yyy1gni07eyLFdbbByen8n3nvO8E7,87165.0,False,87165.0,0.0,True
ปทุมธานี,7,constituency,1p-8IlTlniZm7OvThSA0Im-pUppR-3AEv,86075.0,False,86075.0,0.0,True
ปทุมธานี,7,party_list,1kpr9D-A6uOYBNuEO5aoWTRWPlGXyZvYU,86555.0,False,86555.0,0.0,True
ปทุมธานี,8,constituency,18PzDR_JEhyWuy9k7NEnzGJ7cjwIWaTo9,85346.0,False,85346.0,0.0,True
ปทุมธานี,8,party_list,10lhvvdub9PZ20kPCZTvobgf3lmzOkKI5,86370.0,False,86370.0,0.0,True
ประจวบคีรีขันธ์,1,constituency,1cupM4QyYQP61yjXHgaRDfXeTn63VktDG,112249.0,False,112249.0,0.0,True
ประจวบคีรีขันธ์,1,party_list,1EwPlD2pTSTIIC7dfclNN2VlqB19NHDS6,107999.0,False,107999.0,0.0,True
ประจวบคีรีขันธ์,2,constituency,16nEg4rZBwLqgZmZx3_R-e_JXk-uuZtMt,96454.0,False,96454.0,0.0,True
ประจวบคีรีขันธ์,2,party_list,1hrFfdd8DETCHYPyu-sTXkmb80Xf0SKy0,95554.0,False,95554.0,0.0,True
ประจวบคีรีขันธ์,3,constituency,1tgSNjiU7m3QfYp0dyslPKIkpzjbTZvgU,98409.0,False,98409.0,0.0,True
ประจวบคีรีขันธ์,3,party_list,1y51focqsuXU2I_FLFYAEr00YBZn06eis,96330.0,False,96330.0,0.0,True
ปราจีนบุรี,1,constituency,1NQmmnLfjNIBIzjud_8oiHD0vRcpqiD8I,82923.0,False,82923.0,0.0,True
ปราจีนบุรี,1,party_list,1TAXGRGeK1vt5KXaiUbzwaxxkin1nPHuH,80540.0,False,84899.0,-4359.0,False
ปราจีนบุรี,2,constituency,1yGNOqcvXQP4FNge1eXZ3gd2MpyN9AgsC,100450.0,False,,,False
ปราจีนบุรี,2,party_list,1v5ZcBDXzy2UwiEY45P2sdT7HsOMe-MKv,99428.0,False,,,False
ปราจีนบุรี,3,constituency,1R2RHqPvUxs0eQF22wg3rxOYbJG6gDz_k,84347.0,False,84347.0,0.0,True
ปราจีนบุรี,3,party_list,1Y9pZ76pSpv19tY_Z6pHo_ArL8M7FPkMC,84525.0,False,84893.0,-368.0,False
ปัตตานี,1,constituency,1xZZ-yOyFHuSk9gH6YLJEe65oJfI8I79S,69214.0,False,69214.0,0.0,True
ปัตตานี,1,party_list,1DRULipMiBeow9ZYDZYkEpZFc4mtfKbt8,68916.0,False,68916.0,0.0,True
ปัตตานี,2,constituency,1oNDN07U5JRnanJkf3rh7hXAqLUqJpF_c,75926.0,False,75926.0,0.0,True
ปัตตานี,2,party_list,1gpZ3Cr_r6LR_LyapXIZO2EPou774f4RF,75428.0,False,75538.0,-110.0,False
ปัตตานี,3,constituency,1XX9FA-IJvgohuY8COl7EPbfH-PDknxOF,65804.0,False,65804.0,0.0,True
ปัตตานี,3,party_list,1CtqsjgpZ4lNgP7ncszLiwfKg9AG8ZOIk,65313.0,False,65313.0,0.0,True
ปัตตานี,4,constituency,16wAGqiS1-g0wzYu27egDhZQjxXfOK4zZ,80409.0,False,80409.0,0.0,True
ปัตตานี,4,party_list,1wF_5aY1YXUEK5ty80x5S6ukGsMULAkPE,78483.0,False,78483.0,0.0,True
ปัตตานี,5,constituency,1jl2qrLDiCa43KR2-GsyIxiPtk87kUz1A,73268.0,False,73268.0,0.0,True
ปัตตานี,5,party_list,1zuvmiY5118pGsq8AFL9SgNiOkyBku2w0,72841.0,False,72841.0,0.0,True
พระนครศรีอยุธยา,1,constituency,1g-heXBZ62vHn6dtlnmOdG5g_j8DWoocq,97550.0,False,97550.0,0.0,True
พระนครศรีอยุธยา,1,party_list,1f7eDWql5gsParZuympoZr17YA7QhgCSo,97460.0,False,97460.0,0.0,True
พระนครศรีอยุธยา,2,constituency,1ncR14QIzbVMNt60EeahJGq8Mg2ZcYuUt,94398.0,False,94398.0,0.0,True
พระนครศรีอยุธยา,2,party_list,1tAp-pdO7qPXl2nAdRVNaN9_50BILFP9P,92649.0,False,92649.0,0.0,True
พระนครศรีอยุธยา,3,constituency,10DJiJ2q4G653aZeCLPNLETqvHf8CnBJN,100331.0,False,100331.0,0.0,True
พระนครศรีอยุธยา,3,party_list,1V-XnmcMivTVa_cz7dBsKT-tHSBJhKBT2,99534.0,False,99534.0,0.0,True
พระนครศรีอยุธยา,4,constituency,1Asn2Bwx08v7gu4umTaJ-KNMoI-7flfQp,106913.0,False,106913.0,0.0,True
พระนครศรีอยุธยา,4,party_list,1dYzpyyrI_eYI8SzhGQWj6jG7qjgErhkI,106381.0,False,106381.0,0.0,True
พระนครศรีอยุธยา,5,constituency,1-UUGiZCNSbat-q_-MUI2Eor0jOsy1AeM,98383.0,False,98383.0,0.0,True
พระนครศรีอยุธยา,5,party_list,1hCUMcjpBmjmq08QVta8qp3V4yD0maveB,97187.0,False,97187.0,0.0,True
พะเยา,1,constituency,1UfOYjuAa3ydHCM9Rztik8HN3MZoVp1uP,91616.0,False,91616.0,0.0,True
พะเยา,1,party_list,1EjCNORbYeS5GadaTkA4O4h3GUEX1XOMb,92929.0,False,92929.0,0.0,True
พะเยา,2,constituency,1D6ShAbWtF_FtSPIL3I1nt1v_DpbM9YN_,88518.0,False,88518.0,0.0,True
พะเยา,2,party_list,14D8etkVgyX8Bhq5txst88XbEPhPRbh24,89511.0,False,89511.0,0.0,True
พะเยา,3,constituency,1qCNZEBTb4p_Yh0Ojce0Dk3W6Ann8kHWe,89651.0,False,89651.0,0.0,True
พะเยา,3,party_list,1bBUqYujIkeOCohFUEpidggQ4eqRQWFd8,90428.0,False,90428.0,0.0,True
พังงา,1,constituency,1VFczJ7og5lzIMQRCTRdhDVXOZwhchBwT,66345.0,False,66345.0,0.0,True
พังงา,1,party_list,1U6OI-trFgG-50q7TxN1ddjSQlIhlSgH_,69369.0,False,69369.0,0.0,True
พังงา,2,constituency,1FLLtTod8zVen0q-6aUWhtASKstElFIZl,75502.0,False,75502.0,0.0,True
พังงา,2,party_list,1v62wQnNHTh-CsMo3A5D52d7f6Teh0qrW,76833.0,False,76833.0,0.0,True
พัทลุง,1,constituency,152cxaHEMIHm7VekAgd48mawpTIIsnCT-,108788.0,False,108788.0,0.0,True
พัทลุง,1,party_list,1N1tNKFSz2FXmBY5lM3rkr0-LwXiqQIZO,108460.0,False,108460.0,0.0,True
พัทลุง,2,constituency,1tE0XtgMD3QkOd5BL-K_vaGAq_qNSAsB7,117079.0,False,117079.0,0.0,True
พัทลุง,2,party_list,1AaY9MmqD8gEclZH1fhr_AmpyCYIqc9uC,116799.0,False,116799.0,0.0,True
พัทลุง,3,constituency,11KaeoKS59Mlfiw_H5a2HFGYBEGbf5cyj,108849.0,False,108849.0,0.0,True
พัทลุง,3,party_list,1GiklxDqIMRTEdCAF_Fs2zZdQOHFL8T6J,110887.0,False,110887.0,0.0,True
พิจิตร,1,constituency,1sgrzX12MFB_z6sgkArqqgBn2NCaGgOBY,91069.0,False,91069.0,0.0,True
พิจิตร,1,party_list,1EqYsbTpKbYhgxlWOBnmlEUoewpeZi9VK,91071.0,False,91071.0,0.0,True
พิจิตร,2,constituency,1QQSpruteYr1I9xTEoJxe7Wkc6iHbeoaP,83178.0,False,83178.0,0.0,True
พิจิตร,2,party_list,1PvxndkMH6qI_Ntoy_nBbIfdk7GUQPHY_,82191.0,False,82191.0,0.0,True
พิจิตร,3,constituency,16fWm4E8il1U_5iZrqxdlEH394zyk66Af,94660.0,False,94660.0,0.0,True
พิจิตร,3,party_list,1X2XFsK7JutA_Wnr1jiqmbyizjTKiq-M9,91584.0,False,91584.0,0.0,True
พิษณุโลก,1,constituency,1YV5qWGmUmSTyxVjPButFyAVEVML69LqP,89782.0,False,89782.0,0.0,True
พิษณุโลก,1,party_list,1NQGDd-X4FTCEtScgN-bVgkz7vlqN931C,90992.0,False,90992.0,0.0,True
พิษณุโลก,2,constituency,1t5nHdrhrqFuA8YVPl2VKPCly0lujhDC3,88246.0,False,88246.0,0.0,True
พิษณุโลก,2,party_list,1dq5kMpx5M7OJ8yM12rdqdvX7gz7Q6B8h,90654.0,False,90654.0,0.0,True
พิษณุโลก,3,constituency,1WKcXn4SRZTLWxvlNXDfzOV_6uSe4xHzo,87798.0,False,87798.0,0.0,True
พิษณุโลก,3,party_list,1lFcqb8WjMdR33lNWgFI2fxcYE2LoEBjl,85820.0,False,85820.0,0.0,True
พิษณุโลก,4,constituency,1FDUKH2xDWOJ4_dSWBM25fuHBhhEsZ4S1,88736.0,False,88736.0,0.0,True
พิษณุโลก,4,party_list,1aekbX_zkKWSWXLNHIYHsABSumSmdk-3Q,86559.0,False,86559.0,0.0,True
พิษณุโลก,5,constituency,1xFyUwnwUO_RILEHVsOO4PRMXJQGyFe1X,87172.0,False,87172.0,0.0,True
พิษณุโลก,5,party_list,1o00KpuAxsp7CLNKfdoLQme6NY8qzLxIP,85739.0,False,85739.0,0.0,True
ภูเก็ต,1,constituency,1UL0_qHKvRSmWf0Deo1IwKIIOlDzDzjmd,66360.0,False,66360.0,0.0,True
ภูเก็ต,1,party_list,1nFOsMX_j7gm-5zMbEg-E6NYL-sIt8lt-,68696.0,False,68696.0,0.0,True
ภูเก็ต,2,constituency,10ONZcTBESOqqPprX-_FoAfK-FUbemxpl,63459.0,False,63459.0,0.0,True
ภูเก็ต,2,party_list,1hR_1GQtkaJZW-hxVM5JuIYZBaB8EquuJ,67306.0,False,67306.0,0.0,True
ภูเก็ต,3,constituency,1Wgi8BKGw8Hm1AT5KnLWd_4LN7papwaB4,75128.0,False,75128.0,0.0,True
ภูเก็ต,3,party_list,1TA85kvNa7hM98j-7mDTEj9NcoCQTFaxF,76649.0,False,76649.0,0.0,True
