province,district_number,diff,abs_diff,const_total,party_total,const_valid,const_invalid,const_blank,party_valid,party_invalid,party_blank,killernay_diff,const_drive_id,party_drive_id,const_url,party_url
สุพรรณบุรี,4,0,0,99626,99626,90996,4733,3897,90149,6493,2984,0,1ZMj0v3DuL6rhSUxbvygbgmoBpREuAdVm,1O13AZhxDydeIvquLzNG2MxwksGuAL1BB,https://drive.google.com/file/d/1ZMj0v3DuL6rhSUxbvygbgmoBpREuAdVm/view,https://drive.google.com/file/d/1O13AZhxDydeIvquLzNG2MxwksGuAL1BB/view
สุพรรณบุรี,5,0,0,108630,108630,98539,4594,5497,98533,5943,4154,0,16e1DEDqct9yrT0xpZXVPFa9ZiVhs8Pqj,15H-1kGo4o3dW0pyDQH_dwwM-eaSVTo_O,https://drive.google.com/file/d/16e1DEDqct9yrT0xpZXVPFa9ZiVhs8Pqj/view,https://drive.google.com/file/d/15H-1kGo4o3dW0pyDQH_dwwM-eaSVTo_O/view
สุราษฎร์ธานี,1,0,0,83141,83141,76258,1679,5204,78960,1656,2525,0,103uWXA1m4lAzundJxupH-uXN4lK4HV1w,10Pim_F5V6H-_kVH1xkRMjlojQEL0LsIx,https://drive.google.com/file/d/103uWXA1m4lAzundJxupH-uXN4lK4HV1w/view,https://drive.google.com/file/d/10Pim_F5V6H-_kVH1xkRMjlojQEL0LsIx/view
สุราษฎร์ธานี,2,0,0,86508,86508,81419,2109,2980,82013,2722,1773,0,1HCbzoJEGZwdsch7aM-BN1kprq7Up-qVx,1YLYpL0GHb6x0JWSwnyZPVbMdWxsyfWwa,https://drive.google.com/file/d/1HCbzoJEGZwdsch7aM-BN1kprq7Up-qVx/view,https://drive.google.com/file/d/1YLYpL0GHb6x0JWSwnyZPVbMdWxsyfWwa/view
สุราษฎร์ธานี,4,0,0,98789,98789,94443,1886,2460,94398,2813,1578,0,17bYwZgtC0jEVhm0A3ZL5Qy38i4jtcM5L,14rlLfimeAkhgDAP6dERIF1Xh4sxyqTpB,https://drive.google.com/file/d/17bYwZgtC0jEVhm0A3ZL5Qy38i4jtcM5L/view,https://drive.google.com/file/d/14rlLfimeAkhgDAP6dERIF1Xh4sxyqTpB/view
สุราษฎร์ธานี,5,0,0,93876,93876,88782,2140,2954,89097,3076,1703,0,144upzyNYghxqebgK1B6PuwOPpxtWyhMz,1_y-IoTWcBzOds4xx7PQKvsYh0AaSKPmU,https://drive.google.com/file/d/144upzyNYghxqebgK1B6PuwOPpxtWyhMz/view,https://drive.google.com/file/d/1_y-IoTWcBzOds4xx7PQKvsYh0AaSKPmU/view
สุราษฎร์ธานี,6,0,0,102222,102222,98147,2256,1819,97297,3515,1410,0,1ryeYhchULuykEsAyJa3NcRl-av2NJU_z,1xyeQFJipmR_k02zCvsNtfKqzyeyqHRQ3,https://drive.google.com/file/d/1ryeYhchULuykEsAyJa3NcRl-av2NJU_z/view,https://drive.google.com/file/d/1xyeQFJipmR_k02zCvsNtfKqzyeyqHRQ3/view
สุราษฎร์ธานี,7,0,0,96637,96637,92005,1980,2652,91966,2846,1825,0,11mNn16NhTte_VMNGRKY0XY1tWRlqhusd,15Sizb_FZXPFAzd69_Ny85SSAqGGmRGaY,https://drive.google.com/file/d/11mNn16NhTte_VMNGRKY0XY1tWRlqhusd/view,https://drive.google.com/file/d/15Sizb_FZXPFAzd69_Ny85SSAqGGmRGaY/view
สุรินทร์,1,0,0,94060,94060,85981,3504,4575,87126,4039,2895,0,1ZmESFjKO21sDUhzT7Cmpo3Fotom3adPy,1RJDulfCLaYeLMDIMzSYKYIWaX26h9MnA,https://drive.google.com/file/d/1ZmESFjKO21sDUhzT7Cmpo3Fotom3adPy/view,https://drive.google.com/file/d/1RJDulfCLaYeLMDIMzSYKYIWaX26h9MnA/view
สุรินทร์,5,0,0,82574,82574,79444,2057,1073,77102,4414,1058,0,1yopGSS6jBpltTXU0UzqBFQyieIwf0x6d,1f76mC1DtLyaKOnHquF42YbGx6qrVJbNy,https://drive.google.com/file/d/1yopGSS6jBpltTXU0UzqBFQyieIwf0x6d/view,https://drive.google.com/file/d/1f76mC1DtLyaKOnHquF42YbGx6qrVJbNy/view
สุรินทร์,6,0,0,81526,81526,76550,3169,1807,75723,4392,1411,0,1MKZkJE2rm1UCwX_6rLMvx3ScQNLUZ1lo,11RELZEXroCoZ_GUMCpa1oR9E2BQJFGle,https://drive.google.com/file/d/1MKZkJE2rm1UCwX_6rLMvx3ScQNLUZ1lo/view,https://drive.google.com/file/d/11RELZEXroCoZ_GUMCpa1oR9E2BQJFGle/view
สุรินทร์,7,0,0,91439,91439,84840,4302,2297,85211,4423,1805,0,10OBkJjf9pihmZfUFV5is0roGcscblfdC,16JPqBRvJdCNv3I8v1jGscdmrDcBUYKW2,https://drive.google.com/file/d/10OBkJjf9pihmZfUFV5is0roGcscblfdC/view,https://drive.google.com/file/d/16JPqBRvJdCNv3I8v1jGscdmrDcBUYKW2/view
สุรินทร์,8,0,0,85240,85240,78919,4320,2001,78886,4605,1749,0,1-L64b43MsUtP0s0wQTwrbg7b5zCHHe2e,1-36PGu3d5zDFSoOIo27OyvPee5UdMteo,https://drive.google.com/file/d/1-L64b43MsUtP0s0wQTwrbg7b5zCHHe2e/view,https://drive.google.com/file/d/1-36PGu3d5zDFSoOIo27OyvPee5UdMteo/view
สุโขทัย,1,0,0,84340,84340,74658,4044,5638,75861,4950,3529,0,1226UdRGDFKOmpRf7uzDEKR5ecUb9ssGL,1HcEDM0vldfcgbtQdDgCf6qXjLiDpdIsJ,https://drive.google.com/file/d/1226UdRGDFKOmpRf7uzDEKR5ecUb9ssGL/view,https://drive.google.com/file/d/1HcEDM0vldfcgbtQdDgCf6qXjLiDpdIsJ/view
สุโขทัย,2,0,0,78246,78246,71207,3646,3393,70647,5228,2371,0,1Ixhj1lsXlNi7jIb7jHsDbRy7ckjiQ0p-,1iFTKazTPrIDzlIjZjADZpVMri6xxpg0K,https://drive.google.com/file/d/1Ixhj1lsXlNi7jIb7jHsDbRy7ckjiQ0p-/view,https://drive.google.com/file/d/1iFTKazTPrIDzlIjZjADZpVMri6xxpg0K/view
สุโขทัย,3,0,0,83731,83731,73310,4615,5806,74676,5406,3649,0,1Fj2mnEa5kJASO5porZgBzbMnK_M5Wp-y,1yDDqHHb41bUcAyQcHXZdun4A1Da8kwmg,https://drive.google.com/file/d/1Fj2mnEa5kJASO5porZgBzbMnK_M5Wp-y/view,https://drive.google.com/file/d/1yDDqHHb41bUcAyQcHXZdun4A1Da8kwmg/view
หนองคาย,3,0,0,87064,87064,78176,5458,3430,80364,4505,2195,0,1JDOkP6nW0qNfSg27DBX_7ZzZ4epF6u32,1zQQJm3O-vPlpj1xpk6gn-07a83XBTxzz,https://drive.google.com/file/d/1JDOkP6nW0qNfSg27DBX_7ZzZ4epF6u32/view,https://drive.google.com/file/d/1zQQJm3O-vPlpj1xpk6gn-07a83XBTxzz/view
อำนาจเจริญ,2,0,0,103473,103473,93862,5715,3896,95867,5084,2522,0,197MXgI02ZMVRt2hFvLq38jENqHSEcGjO,1BnohCn890RT8jyrocSvZBZ_doK-MQyxh,https://drive.google.com/file/d/197MXgI02ZMVRt2hFvLq38jENqHSEcGjO/view,https://drive.google.com/file/d/1BnohCn890RT8jyrocSvZBZ_doK-MQyxh/view
อุดรธานี,1,0,0,84507,84507,76456,2420,5631,79136,2248,3123,0,1p3E2sb1lKmg-YI-pUNsb7fZcpoPVu327,19QW8kw-c0-FGTJEDGWGcVZ8oneek1Wu4,https://drive.google.com/file/d/1p3E2sb1lKmg-YI-pUNsb7fZcpoPVu327/view,https://drive.google.com/file/d/19QW8kw-c0-FGTJEDGWGcVZ8oneek1Wu4/view
อุดรธานี,2,0,0,89477,89477,82554,3107,3816,82886,4035,2556,0,1cGikVMKai3Z2GKauU7POitvPJJv7WAbO,1c6t7BvydrgeNXDh87FjGqNJBtOFPBBS8,https://drive.google.com/file/d/1cGikVMKai3Z2GKauU7POitvPJJv7WAbO/view,https://drive.google.com/file/d/1c6t7BvydrgeNXDh87FjGqNJBtOFPBBS8/view
อุดรธานี,7,0,0,77512,77512,71025,3440,3047,72005,3585,1922,0,1plokL-FbpOUb8G7367SjzOcJ9Amf2lqL,1pr2Gc8xaYA733nOMDgWnRmk63kgMX4iq,https://drive.google.com/file/d/1plokL-FbpOUb8G7367SjzOcJ9Amf2lqL/view,https://drive.google.com/file/d/1pr2Gc8xaYA733nOMDgWnRmk63kgMX4iq/view
อุดรธานี,9,0,0,80810,80810,73427,4633,2750,74887,4057,1866,0,1oxX6StGYxWsS-l2hUn1RDPuRVJ72hzRz,1jrpVPIZKJrwRAaGbECc0YheMuYrc_qXq,https://drive.google.com/file/d/1oxX6StGYxWsS-l2hUn1RDPuRVJ72hzRz/view,https://drive.google.com/file/d/1jrpVPIZKJrwRAaGbECc0YheMuYrc_qXq/view
อุดรธานี,10,0,0,79295,79295,72317,4832,2146,73021,4356,1918,0,1W_sWu5L9XtfgoxH_SLkiWCUiX6u9xGA6,1PgnPeh-Ina4qFNuFltmRWvF_gK23C2MW,https://drive.google.com/file/d/1W_sWu5L9XtfgoxH_SLkiWCUiX6u9xGA6/view,https://drive.google.com/file/d/1PgnPeh-Ina4qFNuFltmRWvF_gK23C2MW/view
อุตรดิตถ์,3,0,0,84565,84565,74882,4781,4902,76848,4226,3491,0,17fxNWUXlFexgUa6uHLjXni14-P5CwA-o,14JMuxDZ3PvgZTONKwtwTgX1INdwd6DrK,https://drive.google.com/file/d/17fxNWUXlFexgUa6uHLjXni14-P5CwA-o/view,https://drive.google.com/file/d/14JMuxDZ3PvgZTONKwtwTgX1INdwd6DrK/view
อุทัยธานี,1,0,0,84560,84560,76524,3381,4655,77569,4102,2889,0,1yt7uv22Wmn9YXeQoH-dtv_y05tX_lVl7,14EWe6kmIMSYqtDLu6JUQYColK1iqbM61,https://drive.google.com/file/d/1yt7uv22Wmn9YXeQoH-dtv_y05tX_lVl7/view,https://drive.google.com/file/d/14EWe6kmIMSYqtDLu6JUQYColK1iqbM61/view
อุทัยธานี,2,0,0,83898,83898,77470,3461,2967,77279,4250,2369,0,1loTk_MIZRBB7Swmks-8gycWg9wFJE7jh,1wAmGK6xGSHvA7CLwF4Qlj8QSD8QeH1mm,https://drive.google.com/file/d/1loTk_MIZRBB7Swmks-8gycWg9wFJE7jh/view,https://drive.google.com/file/d/1wAmGK6xGSHvA7CLwF4Qlj8QSD8QeH1mm/view
อุบลราชธานี,2,0,0,97134,97134,91206,2402,3526,90040,4165,2929,0,1QSSxGpOHtr6a5HZEL6rrZsYAhMww3-1q,1fR6sgkzJQt4o1NmQl9L8woQ2RVsxxaBY,https://drive.google.com/file/d/1QSSxGpOHtr6a5HZEL6rrZsYAhMww3-1q/view,https://drive.google.com/file/d/1fR6sgkzJQt4o1NmQl9L8woQ2RVsxxaBY/view
อุบลราชธานี,3,0,0,93751,93751,86097,3493,4161,86350,4485,2916,0,1mpFKiJHanR1Ki9XuN4iEll7Yvd-dZDOA,1vVtnqSG4yIAfN7Flj5c0xV96-oiWHqdL,https://drive.google.com/file/d/1mpFKiJHanR1Ki9XuN4iEll7Yvd-dZDOA/view,https://drive.google.com/file/d/1vVtnqSG4yIAfN7Flj5c0xV96-oiWHqdL/view
อุบลราชธานี,4,0,0,112955,112955,100779,5245,6931,103550,5080,4325,0,1jKNutjc5H2QjZZ6hUcVobzxzyMhu5YBr,1TNVGRBZQR-A_Ztk5KKHYUh9-PvMIyRYu,https://drive.google.com/file/d/1jKNutjc5H2QjZZ6hUcVobzxzyMhu5YBr/view,https://drive.google.com/file/d/1TNVGRBZQR-A_Ztk5KKHYUh9-PvMIyRYu/view
อุบลราชธานี,5,0,0,86404,86404,80991,3073,2340,80187,4168,2049,0,1IKvagw5tvQeIvaX9ASyRHxiTuxeOLkHs,1kcIxVVVMrqdef2EyoU2_wf8FehKtsxYz,https://drive.google.com/file/d/1IKvagw5tvQeIvaX9ASyRHxiTuxeOLkHs/view,https://drive.google.com/file/d/1kcIxVVVMrqdef2EyoU2_wf8FehKtsxYz/view
อุบลราชธานี,6,0,0,83930,83930,78144,4115,1671,77173,5162,1595,0,1Z_QOQH32AmWyD0y8Ez8ite_RVwTbbDIH,163bvr2j-edPBaF9m4PMXV1RgjvnwF6WG,https://drive.google.com/file/d/1Z_QOQH32AmWyD0y8Ez8ite_RVwTbbDIH/view,https://drive.google.com/file/d/163bvr2j-edPBaF9m4PMXV1RgjvnwF6WG/view
อุบลราชธานี,7,0,0,90567,90567,87014,2560,993,84963,4240,1364,0,1mGwCYpBxpM13Oe_muoULjILqi1-vcGAi,16hUZhXo2517w-72EnVv0rYpkeOlqQ7_s,https://drive.google.com/file/d/1mGwCYpBxpM13Oe_muoULjILqi1-vcGAi/view,https://drive.google.com/file/d/16hUZhXo2517w-72EnVv0rYpkeOlqQ7_s/view
อุบลราชธานี,8,0,0,92164,92164,87156,2938,2070,85355,4698,2111,0,119OJB8Q4oIy7IpXeWXiPhqXTHHMJ2oNZ,1L2nxWmHluXKyBUn4W5799JnordWLjwKJ,https://drive.google.com/file/d/119OJB8Q4oIy7IpXeWXiPhqXTHHMJ2oNZ/view,https://drive.google.com/file/d/1L2nxWmHluXKyBUn4W5799JnordWLjwKJ/view
อุบลราชธานี,9,0,0,83647,83647,78470,3831,1346,77473,4786,1388,0,1CWKYI3KRsdsbbXfnr02JBIUenZy3AbGx,104OP-eywCcCTHEjWYAXZNqG-Yn26o-iM,https://drive.google.com/file/d/1CWKYI3KRsdsbbXfnr02JBIUenZy3AbGx/view,https://drive.google.com/file/d/104OP-eywCcCTHEjWYAXZNqG-Yn26o-iM/view
อุบลราชธานี,10,0,0,93234,93234,85556,5130,2548,87008,4729,1497,0,1HwowBa3IdLVeYLtiujW3VYRMUISzkzRa,1CSVE48QcO0cc66RFmRDA3As9gBHFP-mU,https://drive.google.com/file/d/1HwowBa3IdLVeYLtiujW3VYRMUISzkzRa/view,https://drive.google.com/file/d/1CSVE48QcO0cc66RFmRDA3As9gBHFP-mU/view
อุบลราชธานี,11,0,0,85958,85958,80032,3254,2672,78793,4742,2423,0,1fQDJE4c36YceNACPw0aaswUgSdv3X4zc,1wj60eMaEE_YTnRM3R1vQeTMOZDgKxQcX,https://drive.google.com/file/d/1fQDJE4c36YceNACPw0aaswUgSdv3X4zc/view,https://drive.google.com/file/d/1wj60eMaEE_YTnRM3R1vQeTMOZDgKxQcX/view
อ่างทอง,1,0,0,85616,85616,79775,2733,3108,78304,4357,2955,0,1Txf4uKZX7T9FNgkVhp_UN5UAwZ-fCf3N,1KKi8EOQlGALAx8OiLle1Zn3VtuFZaIbU,https://drive.google.com/file/d/1Txf4uKZX7T9FNgkVhp_UN5UAwZ-fCf3N/view,https://drive.google.com/file/d/1KKi8EOQlGALAx8OiLle1Zn3VtuFZaIbU/view
เชียงราย,4,0,0,107048,107048,95195,6117,5736,98804,4875,3369,0,1tcGbhJ1X-M6iup6N8HVFouk9UlFM8ofD,1zxzT55LJcXfVsFFgwCG8EyJH3efEZiA5,https://drive.google.com/file/d/1tcGbhJ1X-M6iup6N8HVFouk9UlFM8ofD/view,https://drive.google.com/file/d/1zxzT55LJcXfVsFFgwCG8EyJH3efEZiA5/view
เชียงใหม่,7,0,0,98463,98463,90578,4708,3177,89283,6216,2964,0,1uLxueBYkqgDSlk5yHQtZZHl_aT6y7DYP,13uuT4ZenbApBgNbKud6ygvnxKNtrPIE1,https://drive.google.com/file/d/1uLxueBYkqgDSlk5yHQtZZHl_aT6y7DYP/view,https://drive.google.com/file/d/13uuT4ZenbApBgNbKud6ygvnxKNtrPIE1/view
เชียงใหม่,8,0,0,116389,116389,106179,3774,6436,106796,4877,4716,0,16d1IgdQOblkVnN4_SN-lhbINOvEpVRrG,1lkJnjLRANjl8wL05iQOAn3-xk7BjgPVC,https://drive.google.com/file/d/16d1IgdQOblkVnN4_SN-lhbINOvEpVRrG/view,https://drive.google.com/file/d/1lkJnjLRANjl8wL05iQOAn3-xk7BjgPVC/view
เชียงใหม่,9,0,0,105624,105624,96198,5953,3473,96856,5659,3109,0,1hYu4oeY9gLJTuFOBSezt3kNN3icbN4-s,160fz5iah1etlfpEijQuRsK6A_OB-e8FY,https://drive.google.com/file/d/1hYu4oeY9gLJTuFOBSezt3kNN3icbN4-s/view,https://drive.google.com/file/d/160fz5iah1etlfpEijQuRsK6A_OB-e8FY/view
เชียงใหม่,10,0,0,91752,91752,80699,9656,1397,83963,6489,1300,0,1RTbS10G-mtAKMiHpBZSAE1LoQm0YynCM,1pGErEA6O0xHsjFZH5gR9WqsJZIDKq3gE,https://drive.google.com/file/d/1RTbS10G-mtAKMiHpBZSAE1LoQm0YynCM/view,https://drive.google.com/file/d/1pGErEA6O0xHsjFZH5gR9WqsJZIDKq3gE/view
เพชรบุรี,1,0,0,99383,99383,89618,3957,5808,90344,4750,4289,0,1EI9887TGZoFqr50n4u3HmuqAF7WaAu0D,1rv9vm0RomuUFhvWQUi0IMyLpdgUs_o6A,https://drive.google.com/file/d/1EI9887TGZoFqr50n4u3HmuqAF7WaAu0D/view,https://drive.google.com/file/d/1rv9vm0RomuUFhvWQUi0IMyLpdgUs_o6A/view
เพชรบุรี,2,0,0,105819,105819,95907,4694,5218,96107,5665,4047,0,1NGaEBjRJv8lvYeZKoknxbD6-rYvknfxe,1VDF9AnmOVvDuJuxKtKObKS2sZID-N4Oj,https://drive.google.com/file/d/1NGaEBjRJv8lvYeZKoknxbD6-rYvknfxe/view,https://drive.google.com/file/d/1VDF9AnmOVvDuJuxKtKObKS2sZID-N4Oj/view
เพชรบุรี,3,0,0,103294,103294,95005,3789,4500,93375,5599,4320,0,1M04XZTLYM6ULWFw9MbjVxMXdsoMnHV8M,1Re27FOWMhvQZinvTOKUwfoCUBQceX6w2,https://drive.google.com/file/d/1M04XZTLYM6ULWFw9MbjVxMXdsoMnHV8M/view,https://drive.google.com/file/d/1Re27FOWMhvQZinvTOKUwfoCUBQceX6w2/view
เพชรบูรณ์,1,0,0,88739,88739,80633,3107,4999,80482,4651,3606,-5,1LGCrDyvdfyBDnWMYL-oTCzcOReHdZFmC,1GlNk7_T5WADrp_oa5Q8rR6XeMl-Mr7qP,https://drive.google.com/file/d/1LGCrDyvdfyBDnWMYL-oTCzcOReHdZFmC/view,https://drive.google.com/file/d/1GlNk7_T5WADrp_oa5Q8rR6XeMl-Mr7qP/view
เพชรบูรณ์,2,0,0,100198,100198,95529,2599,2070,91409,5986,2803,0,1dWgmLq-ia5JUDaAXg5hIdzIeiePab88u,1wogZI0bKc3IIYwx4R-3ENjexFWJHnUc_,https://drive.google.com/file/d/1dWgmLq-ia5JUDaAXg5hIdzIeiePab88u/view,https://drive.google.com/file/d/1wogZI0bKc3IIYwx4R-3ENjexFWJHnUc_/view
เพชรบูรณ์,3,0,0,92278,92278,85510,3669,3099,83320,5865,3093,0,11HWjt6pjtq4P-jAaFpTtNs8I7HJafpww,1CYiElgYWXFwER8gYkkeH8q2sXVODgoR9,https://drive.google.com/file/d/11HWjt6pjtq4P-jAaFpTtNs8I7HJafpww/view,https://drive.google.com/file/d/1CYiElgYWXFwER8gYkkeH8q2sXVODgoR9/view
เพชรบูรณ์,4,0,0,78124,78124,72394,3038,2692,70550,5347,2227,1,1gF0ROpGLDxaZDHRLxNbDEruFusxou2Ds,1P8KStnRaPOlUePE4ZLZniOpWnFeJ9Ok9,https://drive.google.com/file/d/1gF0ROpGLDxaZDHRLxNbDEruFusxou2Ds/view,https://drive.google.com/file/d/1P8KStnRaPOlUePE4ZLZniOpWnFeJ9Ok9/view
เพชรบูรณ์,5,0,0,81841,81841,73475,5215,3151,74502,4903,2436,0,1z7kTV5-MThELHJ5xTQAjoYNhX33mYdvZ,1SODwtwDh4OhOIkcWoeS7R09JOunYsaue,https://drive.google.com/file/d/1z7kTV5-MThELHJ5xTQAjoYNhX33mYdvZ/view,https://drive.google.com/file/d/1SODwtwDh4OhOIkcWoeS7R09JOunYsaue/view
เพชรบูรณ์,6,0,0,87405,87405,81129,3705,2571,79123,5895,2387,0,1aTEh5aWbXdG71qMiI3vPbUkFmUuY5Hyc,1fMFrd5lLNhkNV08nauUALdZk7xVwqYaY,https://drive.google.com/file/d/1aTEh5aWbXdG71qMiI3vPbUkFmUuY5Hyc/view,https://drive.google.com/file/d/1fMFrd5lLNhkNV08nauUALdZk7xVwqYaY/view
เลย,2,0,0,83494,83494,72730,6284,4480,75485,5168,2841,0,1ldab7T4v1h_usKrIevE3KijPEyKOGfhZ,1ckLX1ULdyCg10J6RelgGgsCS8Q8HvLYg,https://drive.google.com/file/d/1ldab7T4v1h_usKrIevE3KijPEyKOGfhZ/view,https://drive.google.com/file/d/1ckLX1ULdyCg10J6RelgGgsCS8Q8HvLYg/view
เลย,3,0,0,91957,91957,83065,4484,4408,83264,5594,3099,0,1UxFG7DxJie41YkoowFYFMsMIXMZmexMV,1NiJaqOqDSwyowrD6VT8eYTtfwdjuItYt,https://drive.google.com/file/d/1UxFG7DxJie41YkoowFYFMsMIXMZmexMV/view,https://drive.google.com/file/d/1NiJaqOqDSwyowrD6VT8eYTtfwdjuItYt/view
เลย,4,0,0,85019,85019,74118,6443,4458,76593,5362,3064,0,1v6jcjqV3hDXHRPF7a1R69TR-dfqWlhXv,1Ac59ujAVbEZq9zutDk5B5uP-O34Cw0MP,https://drive.google.com/file/d/1v6jcjqV3hDXHRPF7a1R69TR-dfqWlhXv/view,https://drive.google.com/file/d/1Ac59ujAVbEZq9zutDk5B5uP-O34Cw0MP/view
แพร่,1,0,0,98225,98225,92581,2743,2901,92182,3505,2538,0,1qVlGJ7z6NPpnhENmbbX1P35ONMmAND9J,1mW8ieJkDbE8lqefou62fNhzVMMZVetJn,https://drive.google.com/file/d/1qVlGJ7z6NPpnhENmbbX1P35ONMmAND9J/view,https://drive.google.com/file/d/1mW8ieJkDbE8lqefou62fNhzVMMZVetJn/view
แพร่,2,0,0,88953,88953,83283,3325,2345,83006,4148,1799,0,1reA32jkBZhUffsyGWV5vtxdWv3MnFyuR,116NWxwhLm2BJZlwpZe_6ry9Btjosr_Ku,https://drive.google.com/file/d/1reA32jkBZhUffsyGWV5vtxdWv3MnFyuR/view,https://drive.google.com/file/d/116NWxwhLm2BJZlwpZe_6ry9Btjosr_Ku/view
แม่ฮ่องสอน,1,0,0,68159,68159,61134,3932,3093,62848,3036,2275,0,1W_Uykn4Fz6rlkT4dHRtfKwv_7MSyW1sk,1taYcMZ6LTJA8AVyKYFFGZxEpLgYdRck3,https://drive.google.com/file/d/1W_Uykn4Fz6rlkT4dHRtfKwv_7MSyW1sk/view,https://drive.google.com/file/d/1taYcMZ6LTJA8AVyKYFFGZxEpLgYdRck3/view
แม่ฮ่องสอน,2,0,0,74409,74409,67196,5450,1763,68280,4732,1397,0,1M8gDiChYCLY4LrBR_14GMaI5zHY25Q8o,15T47TUHL1aeNLMv7TKMJX8y7wcKwV0T2,https://drive.google.com/file/d/1M8gDiChYCLY4LrBR_14GMaI5zHY25Q8o/view,https://drive.google.com/file/d/15T47TUHL1aeNLMv7TKMJX8y7wcKwV0T2/view
