province,district_number,form_type,drive_id,drive_url,valid_votes,invalid_votes,blank_votes,total_votes,votes_json,updated_by,update_reason
กรุงเทพมหานคร,10,constituency,1AIZIgOpf-7FHKnwxzEkzGJNUciJe7AE7,https://drive.google.com/file/d/1AIZIgOpf-7FHKnwxzEkzGJNUciJe7AE7/view,91913,,,,"{""1"": 2012, ""2"": 6372, ""3"": 282, ""4"": 503, ""5"": 19047, ""6"": 41804, ""7"": 495, ""8"": 1437, ""9"": 9440, ""10"": 461, ""11"": 545, ""12"": 583, ""13"": 7925, ""14"": 636, ""15"": 203, ""16"": 168}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,11,constituency,1MEEhXhNx4j9A17_xD92KmQ4e63SmhDpg,https://drive.google.com/file/d/1MEEhXhNx4j9A17_xD92KmQ4e63SmhDpg/view,94993,1207,4167,,"{""1"": 296, ""2"": 332, ""3"": 180, ""4"": 996, ""5"": 413, ""6"": 686, ""7"": 24850, ""8"": 203, ""9"": 1108, ""10"": 184, ""11"": 620, ""12"": 996, ""13"": 20498, ""14"": 3839, ""15"": 38779, ""16"": 369, ""17"": 584, ""18"": 60}",codex,user_confirmed_manual_2026-02-25_bkk11_constituency
กรุงเทพมหานคร,12,constituency,126l2phoIXU_8ORXIhxMCUGp1VhNEGEf9,https://drive.google.com/file/d/126l2phoIXU_8ORXIhxMCUGp1VhNEGEf9/view,103439,,,,"{""1"": 430, ""2"": 721, ""3"": 368, ""4"": 298, ""5"": 434, ""6"": 9527, ""7"": 1183, ""8"": 452, ""9"": 4142, ""10"": 267, ""11"": 1776, ""12"": 15095, ""13"": 16106, ""14"": 1770, ""15"": 49925, ""16"": 945}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,13,constituency,13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN,https://drive.google.com/file/d/13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN/view,90508,1315,5242,,"{""1"": 1413, ""2"": 10752, ""3"": 15227, ""4"": 325, ""5"": 438, ""6"": 1082, ""7"": 44511, ""8"": 11428, ""9"": 1323, ""11"": 1887, ""12"": 252, ""13"": 775, ""14"": 807, ""15"": 157, ""16"": 131}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,14,constituency,1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT,https://drive.google.com/file/d/1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT/view,93467,1431,4325,,"{""1"": 8186, ""2"": 10848, ""3"": 485, ""4"": 291, ""5"": 213, ""6"": 571, ""7"": 352, ""8"": 1199, ""9"": 1299, ""10"": 1333, ""11"": 694, ""12"": 354, ""13"": 25491, ""14"": 41528, ""15"": 146, ""16"": 477}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,15,constituency,missing::กรุงเทพมหานคร::15::constituency,,,,,,{},,
กรุงเทพมหานคร,16,constituency,1e4v-9wAYX_S3FW8uShYaypKDcU12uS99,https://drive.google.com/file/d/1e4v-9wAYX_S3FW8uShYaypKDcU12uS99/view,94218,1438,4901,,"{""1"": 467, ""2"": 15424, ""3"": 626, ""4"": 1660, ""5"": 1648, ""6"": 824, ""7"": 15340, ""8"": 8442, ""9"": 1317, ""10"": 46021, ""11"": 1112, ""12"": 747, ""13"": 286, ""14"": 153, ""15"": 151}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,17,constituency,1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd,https://drive.google.com/file/d/1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd/view,71720,,,,"{""1"": 5611, ""2"": 419, ""3"": 358, ""4"": 16132, ""5"": 773, ""6"": 12311, ""7"": 745, ""8"": 1604, ""9"": 1967, ""10"": 28587, ""11"": 864, ""12"": 499, ""13"": 246, ""14"": 222, ""15"": 1382}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,18,constituency,1b62sjGfa-FTcRNvMPwYuLqpVeFlzcAo1,https://drive.google.com/file/d/1b62sjGfa-FTcRNvMPwYuLqpVeFlzcAo1/view,80204,1421,5430,,"{""1"": 496, ""2"": 338, ""3"": 359, ""4"": 20414, ""5"": 8326, ""6"": 1781, ""7"": 6654, ""8"": 372, ""9"": 3260, ""10"": 34738, ""11"": 1732, ""12"": 171, ""13"": 210, ""14"": 225, ""15"": 285, ""16"": 436, ""17"": 196, ""18"": 211}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,19,constituency,1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH,https://drive.google.com/file/d/1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH/view,92191,1634,5095,,"{""1"": 13271, ""2"": 924, ""3"": 579, ""4"": 772, ""5"": 2415, ""6"": 42820, ""7"": 546, ""8"": 377, ""9"": 17802, ""10"": 1607, ""11"": 10234, ""12"": 269, ""13"": 345, ""14"": 230}",policy_take_killernay,user_policy_take_killernay_unless_invalid
