จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,พรรคการเมือง,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,จำนวนหน่วยเลือกตั้งทั้งหมด
นครราชสีมา,6,4,เศรษฐกิจ,3600,4.54,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,5,รวมไทยสร้างชาติ,2762,3.49,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,6,ไทยทรัพย์ทวี,2291,2.89,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,7,ประชาธิปัตย์,1910,2.41,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,8,เพื่อชาติไทย,1514,1.91,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,9,กล้าธรรม,1314,1.66,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,10,มิติใหม่,1134,1.43,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,11,โอกาสใหม่,859,1.08,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,12,รวมใจไทย,594,0.75,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,13,ประชาธิปไตยใหม่,594,0.75,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,14,ไทยสร้างไทย,548,0.69,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,15,พลังประชารัฐ,476,0.6,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,16,รวมพลังประชาชน,461,0.58,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,17,ไทยภักดี,398,0.5,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,18,พลังธรรมใหม่,344,0.43,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,19,เสรีรวมไทย,342,0.43,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,20,ทางเลือกใหม่,309,0.39,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,21,แรงงานสร้างชาติ,289,0.36,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,22,ใหม่,274,0.35,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,23,พลังเพื่อไทย,258,0.33,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,24,ไทยพร้อม,245,0.31,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,25,ประชากรไทย,231,0.29,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,26,สร้างอนาคตไทย,219,0.28,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,27,พลวัต,210,0.27,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,28,รักชาติ,188,0.24,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,29,ครูไทยเพื่อประชาชน,150,0.19,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,30,ประชาชาติ,148,0.19,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,31,ไทยก้าวใหม่,146,0.18,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,32,ประชาไทย,145,0.18,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,33,ไทยก้าวหน้า,117,0.15,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,34,ไทยชนะ,114,0.14,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,35,ไทยธรรม,90,0.11,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,36,อนาคตไทย,88,0.11,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,37,วิชชั่นใหม่,73,0.09,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,38,คลองไทย,64,0.08,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,39,เป็นธรรม,61,0.08,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,40,เพื่อบ้านเมือง,60,0.08,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,41,ปวงชนไทย,59,0.07,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,42,พลังไทยรักชาติ,59,0.07,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,43,ท้องที่ไทย,57,0.07,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,44,กรีน,47,0.06,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,45,ไทรวมพลัง,45,0.06,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,46,พร้อม,43,0.05,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,47,สังคมประชาธิปไตยไทย,39,0.05,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,48,แผ่นดินธรรม,31,0.04,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,49,พลังสังคมใหม่,30,0.04,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,50,เพื่อชีวิตใหม่,30,0.04,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,51,ก้าวอิสระ,24,0.03,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,52,ฟิวชัน,19,0.02,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,53,ความหวังใหม่,19,0.02,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,54,ไทยรวมไทย,18,0.02,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,55,ประชาอาสาชาติ,8,0.01,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,56,ไทยพิทักษ์ธรรม,7,0.01,79241,,79241,,,291,94.78827,,307
นครราชสีมา,6,57,เครือข่ายชาวนาแห่งประเทศไทย,6,0.01,79241,,79241,,,291,94.78827,,307
นครราชสีมา,7,1,เพื่อไทย,23996,31.74,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,2,ประชาชน,19324,25.56,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,3,ภูมิใจไทย,12957,17.14,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,4,เพื่อชาติไทย,4430,5.86,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,5,เศรษฐกิจ,3955,5.23,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,6,รวมไทยสร้างชาติ,1441,1.91,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,7,ประชาธิปัตย์,1290,1.71,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,8,มิติใหม่,1047,1.39,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,9,รวมใจไทย,506,0.67,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,10,ไทยพร้อม,490,0.65,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,11,พลังธรรมใหม่,442,0.58,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,12,รวมพลังประชาชน,428,0.57,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,13,ไทยสร้างไทย,415,0.55,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,14,ประชากรไทย,340,0.45,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,15,ประชาธิปไตยใหม่,337,0.45,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,16,ไทยทรัพย์ทวี,333,0.44,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,17,ไทยภักดี,303,0.4,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,18,เสรีรวมไทย,286,0.38,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,19,ใหม่,278,0.37,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,20,ทางเลือกใหม่,264,0.35,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,21,พลังเพื่อไทย,228,0.3,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,22,ไทยก้าวใหม่,184,0.24,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,23,ประชาชาติ,158,0.21,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,24,สังคมประชาธิปไตยไทย,130,0.17,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,25,รักชาติ,130,0.17,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,26,ไทยชนะ,121,0.16,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,27,สร้างอนาคตไทย,121,0.16,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,28,แรงงานสร้างชาติ,120,0.16,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,29,กล้าธรรม,119,0.16,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,30,ครูไทยเพื่อประชาชน,117,0.15,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,31,พลังประชารัฐ,115,0.15,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,32,ประชาไทย,108,0.14,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,33,ไทยก้าวหน้า,95,0.13,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,34,พลวัต,94,0.12,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,35,คลองไทย,91,0.12,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,36,ไทยธรรม,83,0.11,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,37,กรีน,66,0.09,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,38,พลังไทยรักชาติ,61,0.08,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,39,อนาคตไทย,60,0.08,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,40,ท้องที่ไทย,57,0.08,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,41,วิชชั่นใหม่,57,0.08,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,42,เป็นธรรม,46,0.06,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,43,ไทรวมพลัง,43,0.06,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,44,ปวงชนไทย,42,0.06,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,45,พร้อม,37,0.05,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,46,ก้าวอิสระ,32,0.04,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,47,โอกาสใหม่,32,0.04,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,48,แผ่นดินธรรม,27,0.04,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,49,เพื่อชีวิตใหม่,23,0.03,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,50,ฟิวชัน,21,0.03,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,51,เพื่อบ้านเมือง,21,0.03,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,52,พลังสังคมใหม่,20,0.03,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,53,ไทยรวมไทย,20,0.03,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,54,เครือข่ายชาวนาแห่งประเทศไทย,18,0.02,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,55,ไทยพิทักษ์ธรรม,15,0.02,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,56,ความหวังใหม่,9,0.01,75590,,75590,,,314,94.86405,,331
นครราชสีมา,7,57,ประชาอาสาชาติ,7,0.01,75590,,75590,,,314,94.86405,,331
นครราชสีมา,8,1,เพื่อไทย,25325,31.38,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,2,ประชาชน,20201,25.03,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,3,ภูมิใจไทย,13529,16.76,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,4,เศรษฐกิจ,4098,5.08,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,5,ไทยทรัพย์ทวี,3292,4.08,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,6,ประชาธิปัตย์,2744,3.4,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,7,เพื่อชาติไทย,1992,2.47,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,8,รวมไทยสร้างชาติ,1546,1.92,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,9,รวมใจไทย,846,1.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,10,มิติใหม่,674,0.84,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,11,รวมพลังประชาชน,528,0.65,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,12,ไทยภักดี,515,0.64,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,13,พลังธรรมใหม่,488,0.6,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,14,ประชาธิปไตยใหม่,432,0.54,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,15,ทางเลือกใหม่,379,0.47,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,16,แรงงานสร้างชาติ,356,0.44,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,17,โอกาสใหม่,342,0.42,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,18,ไทยสร้างไทย,298,0.37,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,19,ใหม่,291,0.36,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,20,เสรีรวมไทย,268,0.33,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,21,ประชากรไทย,187,0.23,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,22,พลังเพื่อไทย,186,0.23,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,23,ไทยก้าวใหม่,153,0.19,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,24,พลังประชารัฐ,148,0.18,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,25,ประชาชาติ,131,0.16,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,26,สร้างอนาคตไทย,124,0.15,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,27,ไทยพร้อม,107,0.13,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,28,ประชาไทย,104,0.13,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,29,ไทยชนะ,102,0.13,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,30,กล้าธรรม,98,0.12,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,31,รักชาติ,95,0.12,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,32,ไทยก้าวหน้า,91,0.11,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,33,เป็นธรรม,90,0.11,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,34,ครูไทยเพื่อประชาชน,80,0.1,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,35,กรีน,77,0.1,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,36,พลังไทยรักชาติ,75,0.09,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,37,พลวัต,70,0.09,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,38,ไทยธรรม,59,0.07,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,39,คลองไทย,55,0.07,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,40,อนาคตไทย,48,0.06,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,41,สังคมประชาธิปไตยไทย,44,0.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,42,ท้องที่ไทย,41,0.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,43,วิชชั่นใหม่,41,0.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,44,ปวงชนไทย,40,0.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,45,ไทรวมพลัง,39,0.05,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,46,ฟิวชัน,34,0.04,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,47,ก้าวอิสระ,34,0.04,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,48,เพื่อบ้านเมือง,34,0.04,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,49,เพื่อชีวิตใหม่,33,0.04,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,50,พร้อม,27,0.03,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,51,ความหวังใหม่,23,0.03,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,52,แผ่นดินธรรม,22,0.03,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,53,ไทยรวมไทย,20,0.02,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,54,เครือข่ายชาวนาแห่งประเทศไทย,19,0.02,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,55,พลังสังคมใหม่,17,0.02,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,56,ไทยพิทักษ์ธรรม,11,0.01,80704,,80704,,,278,94.88055,,293
นครราชสีมา,8,57,ประชาอาสาชาติ,1,0.0,80704,,80704,,,278,94.88055,,293
นครราชสีมา,9,1,ภูมิใจไทย,26202,30.7,85355,,85355,,,285,95,,300
นครราชสีมา,9,2,ประชาชน,20305,23.79,85355,,85355,,,285,95,,300
นครราชสีมา,9,3,เพื่อไทย,12957,15.18,85355,,85355,,,285,95,,300
นครราชสีมา,9,4,เศรษฐกิจ,4094,4.8,85355,,85355,,,285,95,,300
นครราชสีมา,9,5,รวมไทยสร้างชาติ,3334,3.91,85355,,85355,,,285,95,,300
นครราชสีมา,9,6,กล้าธรรม,3030,3.55,85355,,85355,,,285,95,,300
นครราชสีมา,9,7,ใหม่,2622,3.07,85355,,85355,,,285,95,,300
นครราชสีมา,9,8,ประชาธิปัตย์,2105,2.47,85355,,85355,,,285,95,,300
นครราชสีมา,9,9,เพื่อชาติไทย,1484,1.74,85355,,85355,,,285,95,,300
นครราชสีมา,9,10,รวมใจไทย,1124,1.32,85355,,85355,,,285,95,,300
นครราชสีมา,9,11,รวมพลังประชาชน,651,0.76,85355,,85355,,,285,95,,300
นครราชสีมา,9,12,ประชาธิปไตยใหม่,526,0.62,85355,,85355,,,285,95,,300
นครราชสีมา,9,13,มิติใหม่,453,0.53,85355,,85355,,,285,95,,300
นครราชสีมา,9,14,เสรีรวมไทย,422,0.49,85355,,85355,,,285,95,,300
นครราชสีมา,9,15,ไทยทรัพย์ทวี,418,0.49,85355,,85355,,,285,95,,300
นครราชสีมา,9,16,ไทยภักดี,415,0.49,85355,,85355,,,285,95,,300
นครราชสีมา,9,17,ไทยสร้างไทย,356,0.42,85355,,85355,,,285,95,,300
นครราชสีมา,9,18,ทางเลือกใหม่,328,0.38,85355,,85355,,,285,95,,300
นครราชสีมา,9,19,พลังธรรมใหม่,312,0.37,85355,,85355,,,285,95,,300
นครราชสีมา,9,20,ไทยพร้อม,303,0.35,85355,,85355,,,285,95,,300
นครราชสีมา,9,21,ครูไทยเพื่อประชาชน,299,0.35,85355,,85355,,,285,95,,300
นครราชสีมา,9,22,รักชาติ,286,0.34,85355,,85355,,,285,95,,300
นครราชสีมา,9,23,พลังเพื่อไทย,256,0.3,85355,,85355,,,285,95,,300
นครราชสีมา,9,24,ประชากรไทย,237,0.28,85355,,85355,,,285,95,,300
นครราชสีมา,9,25,ไทยก้าวใหม่,194,0.23,85355,,85355,,,285,95,,300
นครราชสีมา,9,26,สร้างอนาคตไทย,184,0.22,85355,,85355,,,285,95,,300
นครราชสีมา,9,27,ประชาชาติ,183,0.21,85355,,85355,,,285,95,,300
นครราชสีมา,9,28,ประชาไทย,178,0.21,85355,,85355,,,285,95,,300
นครราชสีมา,9,29,พลังประชารัฐ,168,0.2,85355,,85355,,,285,95,,300
นครราชสีมา,9,30,แรงงานสร้างชาติ,157,0.18,85355,,85355,,,285,95,,300
นครราชสีมา,9,31,พลวัต,156,0.18,85355,,85355,,,285,95,,300
นครราชสีมา,9,32,ไทยชนะ,144,0.17,85355,,85355,,,285,95,,300
นครราชสีมา,9,33,ไทยก้าวหน้า,131,0.15,85355,,85355,,,285,95,,300
นครราชสีมา,9,34,ไทยธรรม,115,0.13,85355,,85355,,,285,95,,300
นครราชสีมา,9,35,วิชชั่นใหม่,112,0.13,85355,,85355,,,285,95,,300
นครราชสีมา,9,36,เป็นธรรม,112,0.13,85355,,85355,,,285,95,,300
นครราชสีมา,9,37,คลองไทย,97,0.11,85355,,85355,,,285,95,,300
นครราชสีมา,9,38,พลังไทยรักชาติ,94,0.11,85355,,85355,,,285,95,,300
นครราชสีมา,9,39,ปวงชนไทย,76,0.09,85355,,85355,,,285,95,,300
นครราชสีมา,9,40,อนาคตไทย,72,0.08,85355,,85355,,,285,95,,300
นครราชสีมา,9,41,กรีน,71,0.08,85355,,85355,,,285,95,,300
นครราชสีมา,9,42,ท้องที่ไทย,64,0.07,85355,,85355,,,285,95,,300
นครราชสีมา,9,43,ไทรวมพลัง,56,0.07,85355,,85355,,,285,95,,300
นครราชสีมา,9,44,พร้อม,53,0.06,85355,,85355,,,285,95,,300
นครราชสีมา,9,45,ฟิวชัน,50,0.06,85355,,85355,,,285,95,,300
นครราชสีมา,9,46,เพื่อชีวิตใหม่,48,0.06,85355,,85355,,,285,95,,300
นครราชสีมา,9,47,โอกาสใหม่,48,0.06,85355,,85355,,,285,95,,300
นครราชสีมา,9,48,แผ่นดินธรรม,45,0.05,85355,,85355,,,285,95,,300
นครราชสีมา,9,49,เพื่อบ้านเมือง,44,0.05,85355,,85355,,,285,95,,300
นครราชสีมา,9,50,ก้าวอิสระ,39,0.05,85355,,85355,,,285,95,,300
นครราชสีมา,9,51,สังคมประชาธิปไตยไทย,35,0.04,85355,,85355,,,285,95,,300
นครราชสีมา,9,52,ความหวังใหม่,25,0.03,85355,,85355,,,285,95,,300
นครราชสีมา,9,53,พลังสังคมใหม่,24,0.03,85355,,85355,,,285,95,,300
นครราชสีมา,9,54,เครือข่ายชาวนาแห่งประเทศไทย,18,0.02,85355,,85355,,,285,95,,300
นครราชสีมา,9,55,ไทยพิทักษ์ธรรม,17,0.02,85355,,85355,,,285,95,,300
นครราชสีมา,9,56,ไทยรวมไทย,17,0.02,85355,,85355,,,285,95,,300
นครราชสีมา,9,57,ประชาอาสาชาติ,9,0.01,85355,,85355,,,285,95,,300
นครราชสีมา,10,1,ภูมิใจไทย,28421,27.98,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,2,ประชาชน,26222,25.82,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,3,เพื่อไทย,17715,17.44,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,4,เศรษฐกิจ,6436,6.34,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,5,เพื่อชาติไทย,4669,4.6,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,6,ประชาธิปัตย์,2849,2.81,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,7,พลวัต,1963,1.93,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,8,รวมไทยสร้างชาติ,1803,1.78,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,9,โอกาสใหม่,1239,1.22,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,10,รวมใจไทย,1174,1.16,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,11,ประชาธิปไตยใหม่,677,0.67,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,12,รวมพลังประชาชน,623,0.61,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,13,ใหม่,589,0.58,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,14,เสรีรวมไทย,572,0.56,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,15,ทางเลือกใหม่,541,0.53,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,16,ไทยภักดี,492,0.48,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,17,มิติใหม่,405,0.4,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,18,ไทยทรัพย์ทวี,360,0.35,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,19,ไทยพร้อม,316,0.31,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,20,พลังเพื่อไทย,305,0.3,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,21,ไทยสร้างไทย,305,0.3,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,22,ประชากรไทย,298,0.29,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,23,พลังธรรมใหม่,278,0.27,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,24,ครูไทยเพื่อประชาชน,244,0.24,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,25,ประชาไทย,239,0.24,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,26,สร้างอนาคตไทย,202,0.2,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,27,พลังประชารัฐ,197,0.19,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,28,ไทยก้าวใหม่,193,0.19,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,29,รักชาติ,192,0.19,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,30,ไทยชนะ,179,0.18,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,31,กล้าธรรม,170,0.17,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,32,แรงงานสร้างชาติ,148,0.15,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,33,ประชาชาติ,145,0.14,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,34,อนาคตไทย,139,0.14,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,35,ไทยก้าวหน้า,135,0.13,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,36,พลังไทยรักชาติ,120,0.12,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,37,ไทรวมพลัง,104,0.1,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,38,ไทยธรรม,90,0.09,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,39,เป็นธรรม,73,0.07,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,40,พร้อม,71,0.07,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,41,คลองไทย,67,0.07,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,42,วิชชั่นใหม่,65,0.06,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,43,กรีน,63,0.06,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,44,ปวงชนไทย,60,0.06,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,45,ท้องที่ไทย,53,0.05,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,46,สังคมประชาธิปไตยไทย,46,0.05,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,47,พลังสังคมใหม่,43,0.04,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,48,ความหวังใหม่,41,0.04,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,49,ก้าวอิสระ,36,0.04,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,50,เพื่อบ้านเมือง,36,0.04,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,51,แผ่นดินธรรม,31,0.03,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,52,เพื่อชีวิตใหม่,27,0.03,112011,,101567,6762,3682,287,94.71947,,303
นครราชสีมา,10,53,ฟิวชัน,26,0.03,112011,,101567,6762,3682,287,94.71947,,303
