จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,ผู้ลงสมัคร สส.,พรรคที่สังกัด,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,จำนวนหน่วยเลือกตั้งทั้งหมด
กระบี่,1,1,นายกิตติ กิตติธรกุล,ภูมิใจไทย,50493,56.07,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,1,2,นายธนวัช ภูเก้าล้วน,ประชาชน,20554,22.82,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,1,3,นายวศิน สิริเกียรติกุล,ประชาธิปัตย์,15466,17.17,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,1,4,นายสุวรรณ อินพรหม,เพื่อไทย,2308,2.56,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,1,5,นายพิทักษ์ ภารา,เศรษฐกิจ,840,0.93,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,1,6,นายพงไพร บุตรเลี่ยม,พลังประชารัฐ,400,0.44,97431,,90061,2723,4647,204,94.88372,,215
กระบี่,2,1,นายถิรเดช ตั้งมั่นก่อกิจ,ภูมิใจไทย,42714,54.07,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,2,นายกฤตพร บุษย์เพชร,ประชาธิปัตย์,21242,26.89,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,3,นางสาวรัตนภรณ์ ณ นคร,ประชาชน,9433,11.94,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,4,นายยุทธนา อ่าวลึกน้อย,เพื่อไทย,2694,3.41,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,5,นายวิชากร บุญฤทธิ์,พลังประชารัฐ,1275,1.61,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,6,นายสีหเดช แสงจันทร์,เศรษฐกิจ,828,1.05,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,2,7,นายสมใจ นวลนุ่น,ไทยก้าวใหม่,813,1.03,86116,,78999,2599,4518,198,94.73684,,209
กระบี่,3,1,นายกิตติชัย เอ่งฉ้วน,ภูมิใจไทย,47416,53.97,87853,,87853,,,220,94.82759,,232
กระบี่,3,2,นายสุกิติ พรหมทอง,ประชาธิปัตย์,15794,17.98,87853,,87853,,,220,94.82759,,232
กระบี่,3,3,นายศรัญญู รักมิตร,กล้าธรรม,12557,14.29,87853,,87853,,,220,94.82759,,232
กระบี่,3,4,นายประเสริฐพงษ์ ศรนุวัตร์,ประชาชน,9623,10.95,87853,,87853,,,220,94.82759,,232
กระบี่,3,5,นายกุศล วะเจดีย์,เพื่อไทย,1574,1.79,87853,,87853,,,220,94.82759,,232
กระบี่,3,6,นายสรร ชัยภัทรธัญกร,เศรษฐกิจ,889,1.01,87853,,87853,,,220,94.82759,,232
กรุงเทพมหานคร,1,1,นายปารเมศ วิทยารักษ์สรรค์,ประชาชน,34167,44.33,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,2,นายพีรวุฒิ พิมพ์สมฤดี,ประชาธิปัตย์,14813,19.22,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,3,นางสาวลลิดา เพริศวิวัฒนา,ภูมิใจไทย,14368,18.64,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,4,นายญาณกิตติ์ ห่วงทรัพย์,เพื่อไทย,6030,7.82,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,5,นายพลัฏฐ์ ศิริกุลพิสุทธิ์,รวมไทยสร้างชาติ,2075,2.69,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,6,นายแทนคุณ จิตอิสระ,โอกาสใหม่,1133,1.47,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,7,นายภัทรพล หมดมลทิน,ไทยภักดี,1023,1.33,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,8,พันตำรวจโทหญิง แสนสุข อุทยานินทร์,เศรษฐกิจ,979,1.27,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,9,นายพิเชษฐ์ ไทยนิยม,ไทยสร้างไทย,629,0.82,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,10,นายกานต์ กิตติอำพน,ไทยก้าวใหม่,489,0.63,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,11,นายธนะสิทธิ์ ล้อสุวรรณทีปต์,พลวัต,351,0.46,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,12,นายอัครพล คฤหเดชรัตนา,กล้าธรรม,244,0.32,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,13,นายวีระยุทธ ประกอบการ,ปวงชนไทย,168,0.22,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,14,นายอดัม ชินรัตนพิสิทธิ์,รักชาติ,165,0.21,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,15,นายประสงค์ ประสพโชค,ทางเลือกใหม่,154,0.2,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,16,นายเลิศชาย สุจริตกุล,วิชชั่นใหม่,113,0.15,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,17,นายมงคล เสมอภาพ,ประชาธิปไตยใหม่,94,0.12,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,1,18,นายกิตติคุณ ชื่นแย้ม,พลังประชารัฐ,80,0.1,77075,,77075,,,227,94.97908,,239
กรุงเทพมหานคร,2,1,นายเสกสิทธิ์ แย้มสงวนศักดิ์,ประชาชน,39499,47.09,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,2,นางสาวพัชรินทร์ ชำศิริพงษ์,ภูมิใจไทย,15949,19.02,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,3,นายเจษฎา เลิศธนสาร,ประชาธิปัตย์,14613,17.42,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,4,นายเดวิด มกรพงศ์,เพื่อไทย,5652,6.74,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,5,นายวนัส ฮ้อแสงชัย,รวมไทยสร้างชาติ,1684,2.01,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,6,นางกุลธิภัสร์ ธนวีรชุติวัฒน์,ไทยก้าวใหม่,1358,1.62,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,7,นายกิตติธัช สาสนะ,เศรษฐกิจ,933,1.11,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,8,นายกรณิศ บัวจันทร์,โอกาสใหม่,844,1.01,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,9,นางอิสราพร นรินทร์,ไทยภักดี,807,0.96,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,10,นางสาววิลาสินี แป๊ะสมัน,กล้าธรรม,737,0.88,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,11,นายภูเชษฐ์ เผดิมปราชญ์,ไทยสร้างไทย,590,0.7,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,12,นางสาววรสิริ สุพานิชวรภาชน์,ปวงชนไทย,402,0.48,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,13,นายชุติ ปลื้มรุ่งเรือง,รักชาติ,385,0.46,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,14,นายนิกม์ แสงศิรินาวิน,พลังประชารัฐ,306,0.36,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,2,15,นายเลิศสุวัฒน์ วงศ์สุวรรณ,เพื่อบ้านเมือง,115,0.14,90181,,83874,1384,4923,220,94.82759,,232
กรุงเทพมหานคร,3,1,นายจรยุทธ จตุรพรประสิทธิ์,ประชาชน,34653,45.14,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,2,นายอภิมุข ฉันทวานิช,ประชาธิปัตย์,19167,24.97,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,3,นายสาโรช ต่อเทียนชัย,ภูมิใจไทย,10331,13.46,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,4,นางสาวเพ็ญพิสุทธิ์ จินตโสภณ,เพื่อไทย,6665,8.68,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,5,นายกันต์ณกฤต ยูนิพันธ์,รวมไทยสร้างชาติ,1430,1.86,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,6,นายชูชาติ ชาญเชิงศิลปกุล,เศรษฐกิจ,1308,1.7,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,7,นายสุกฤษฎิ์ชัย ธีระเริงฤทธิ์,ไทยก้าวใหม่,665,0.87,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,8,นายปรีชา บุดดีจีน,ไทยสร้างไทย,571,0.74,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,9,นายนรุตม์ชัย บุนนาค,กล้าธรรม,545,0.71,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,10,นายณัฐฎ์ รุ่งเรือง,วิชชั่นใหม่,489,0.64,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,11,นายธีระพงษ์ มงคลวัฒนลีลา,พลังประชารัฐ,375,0.49,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,12,นายกิตติพศ ถนอมวรารักษ์,รักชาติ,235,0.31,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,13,นางสาวดวงกมล อดุลย์เศรณี,พลวัต,185,0.24,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,3,14,นางสาวปัณณรัตน์ พนิตสิรินันท์,โอกาสใหม่,156,0.2,82361,,76775,1425,4161,206,94.93088,,217
กรุงเทพมหานคร,4,1,นายภัณฑิล น่วมเจิม,ประชาชน,34405,44.12,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,2,นายพงศกร ขวัญเมือง,ประชาธิปัตย์,23594,30.26,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,3,นายเขตรัฐ เหล่าธรรมทัศน์,ภูมิใจไทย,10778,13.82,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,4,นางสาวบุณยกร ดำรงรัตน์,เพื่อไทย,4343,5.57,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,5,นายสกลภัทร ประยูรรัตน์,รวมไทยสร้างชาติ,1050,1.35,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,6,นายบุญเกียรติ วิศาลโกศล,เศรษฐกิจ,857,1.1,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,7,ว่าที่ร้อยตรีหญิงปภัสราวรรณ ม่วงไหม,กล้าธรรม,739,0.95,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,8,นายชยพงศ์ สายฟ้า,ไทยก้าวใหม่,708,0.91,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,9,นายรุจิระ อัคราพิริยพงศ์,ไทยสร้างไทย,418,0.54,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,10,นายสรยุทธ ลิขิตอาภากุล,รักชาติ,364,0.47,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,11,นายเรืองไกร ลีกิจวัฒนะ,พลังประชารัฐ,337,0.43,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,12,นายอิทธิพัทธ์ โศภวัฒนาสิริ,ปวงชนไทย,265,0.34,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,4,13,นางสาวพรพิมล ฉิมสวัสดิ์,โอกาสใหม่,124,0.16,83947,,77982,2472,3493,187,94.92386,,197
กรุงเทพมหานคร,5,1,นายปิติกรณ์ บรรณเภสัช,ประชาชน,45269,49.86,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,2,นายประเดิมชัย บุญช่วยเหลือ,ภูมิใจไทย,22252,24.51,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,3,นายนนธนัตถ์ บุนนาค,ประชาธิปัตย์,10035,11.05,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,4,นายขจรศักดิ์ ประดิษฐาน,เพื่อไทย,6474,7.13,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,5,นางสาวสุภกฤตา ธงไชย,รวมไทยสร้างชาติ,1741,1.92,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,6,นายศุข ศักด์ณรงค์เดช,กล้าธรรม,1056,1.16,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,7,นายมานิตย์ ทองประชาญ,เศรษฐกิจ,987,1.09,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,8,นายปณิธิ บวรวนิชยกูร,รักชาติ,569,0.63,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,9,นายประสพ โกมลมาศ,ไทยก้าวใหม่,526,0.58,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,10,นายปฏิวัติ ตรองจิตต์,ไทยสร้างไทย,507,0.56,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,11,นางสาวเฌอมินทร์ สถิตโอฬารโรจน์,ปวงชนไทย,409,0.45,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,12,นายทนัฏฐ์ ปานโสภณ,พลวัต,245,0.27,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,13,นางสาวบุณยนุช ปทิตหิรัณยา,พลังประชารัฐ,231,0.25,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,14,นายถวิล รัตตะมณี,โอกาสใหม่,220,0.24,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,15,นายวศิน รัตตะรังสี,วิชชั่นใหม่,159,0.18,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,5,16,นายณัฐสุรัช หงษ์วิจิตปรีชา,เพื่อบ้านเมือง,112,0.12,90792,,90792,,,206,94.93088,,217
กรุงเทพมหานคร,6,1,นายกัณตภณ ดวงอัมพร,ประชาชน,43239,45.81,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,2,นางสาวศิริภา อินทวิเชียร,ประชาธิปัตย์,12848,13.61,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,3,นายนรเสฏฐ์ เธียรประสิทธิ์,ภูมิใจไทย,12088,12.81,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,4,นางสาวอรพินทร์ เพชรทัต,โอกาสใหม่,10856,11.5,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,5,นายสหัสวรรษ วีระมงคลกุล,เพื่อไทย,6380,6.76,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,6,นายชณทัต ปัทะมะภูวดล,รวมไทยสร้างชาติ,2468,2.61,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,7,นายอัศวิน อัศวินวิจตร,เศรษฐกิจ,1679,1.78,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,8,นายอิง อิงคตานุวัฒน์,ไทยภักดี,1388,1.47,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,9,พลตรีดนัย ดิษาภิรมย์,ไทยสร้างไทย,1306,1.38,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,10,นายโชติพงศ์ สรรเสริญ,ไทยก้าวใหม่,764,0.81,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,11,นายกชพล จิตต์มั่นการ,พลวัต,317,0.34,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,12,นายวรวิช กมลโชติรส,รักชาติ,300,0.32,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,13,นายณรงค์ชัย เมืองครอง,กล้าธรรม,247,0.26,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,14,นายเจนวิทย์ สิริญาณสรณ์,ประชาธิปไตยใหม่,198,0.21,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,15,นางสาวจงชนก พัชรประภากร,ปวงชนไทย,186,0.2,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,6,16,นายสมชาย คงศิริวงค์,ฟิวชน,127,0.13,100871,,94391,1412,5068,209,95,,220
กรุงเทพมหานคร,7,1,นางสาวภัสริน รามวงศ์,ประชาชน,40962,48.09,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,2,นางลลิตา ฤกษ์สำราญ,ภูมิใจไทย,12037,14.13,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,3,นายชื่นชอบ คงอุดม,รวมไทยสร้างชาติ,11163,13.11,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,4,นายพงศ์พล เตมีย์,ประชาธิปัตย์,8012,9.41,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,5,นายพุฒิพงศ์ อินทรสุวรรณ,เพื่อไทย,6236,7.32,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,6,พลโทมนัส แถบทอง,เศรษฐกิจ,2062,2.42,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,7,ร.ต.อ.วัฒนรักษ์ อำนรรฆสรเดช,พลังประชารัฐ,1406,1.65,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,8,นายศุภฤทธิ์ มั่นนทีรัย,กล้าธรรม,863,1.01,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,9,นางสาวชลิดา สุวรรณโชติ,ไทยสร้างไทย,700,0.82,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,10,นายเรวัตร คงชาติ,ไทยก้าวใหม่,594,0.7,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,11,ร.ต.ต.เสน่ห์ ชัยทร,ฟิวชัน,535,0.63,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,12,นายณพวุฒิ จุลไสย,โอกาสใหม่,323,0.38,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,7,13,นางกิติมา สิงห์ลา,พลวัต,288,0.34,85181,,85181,,,201,94.81132,,212
กรุงเทพมหานคร,8,1,นายชยพล สท้อนดี,ประชาชน,45092,46.6,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,2,นายสุรชาติ เทียนทอง,เพื่อไทย,15868,16.4,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,3,นายฤกษ์อารี นานา,ภูมิใจไทย,14632,15.12,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,4,นายระพีพัฒน์ สุเมธโชติเมธา,ประชาธิปัตย์,11399,11.78,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,5,นางสาวอรัญญา มณีแจ่ม,รวมไทยสร้างชาติ,2266,2.34,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,6,นายจักร์กวินทร์ ภู่สวาสดิ์,ไทยสร้างไทย,1469,1.52,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,7,นายวิษณุ วราโชติเศรษฐ์,เศรษฐกิจ,1352,1.4,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,8,นายชญาพัฒน์ โปร่งปรีชา,ไทยก้าวใหม่,865,0.89,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,9,นายพงศ์ฐิติ พงศ์ศิลามณี,ไทยภักดี,864,0.89,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,10,นายอนุชาญ กวางทอง,พลังประชารัฐ,857,0.89,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,11,นายอนันตชาติ บัวสุวรรณ์,โอกาสใหม่,607,0.63,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,12,นางสาวสุวีรา เติมรุ่งเรืองเลิศ,รักชาติ,462,0.48,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,13,นางสาวพิมพ์ณดา ธีระประจักษ์ชาติ,กล้าธรรม,385,0.4,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,14,นางสาววีริสรา ช่วงยรรยง,ปวงชนไทย,224,0.23,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,15,นายวสันต์ ทองคำ,วิชชั่นใหม่,210,0.22,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,8,16,นายไชยยศ ศรีสกุล,พลวัต,203,0.21,96755,,96755,,,193,94.60784,,204
กรุงเทพมหานคร,9,1,นายศุภณัฐ มีนชัยนันท์,ประชาชน,49366,51.9,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,2,นางสาวณัฐวรินธร บวรภัควุฒิสิริ,ภูมิใจไทย,17059,17.94,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,3,นางสาววิเวียน จุลมนต์,ประชาธิปัตย์,11282,11.86,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,4,นายสายัณต์ จันทร์เหมือนเผือก,เพื่อไทย,9827,10.33,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,5,นายวัทธิกร หรุ่นศิริ,รวมไทยสร้างชาติ,3308,3.48,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,6,นางสาววรินทร์ลดา วงศ์ศรีรัฐ,ไทยสร้างไทย,904,0.95,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,7,พันโทพีรพงศ์ บัวเทศ,รวมพลังประชาชน,666,0.7,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,8,นางสาวพัชรวณัน เบ็ญจวิทย์วิไล,รักชาติ,615,0.65,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,9,นายธราธพ ชาตรี,ไทยก้าวใหม่,583,0.61,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,10,นายชัยวัฒน์ โพธิจันทร์,พลวัต,440,0.46,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,11,นายรัตนมงคล เลิศทวีวิทย์,กล้าธรรม,334,0.35,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,12,นายสุชาติ ตามประกอบ,ประชาธิปไตยใหม่,281,0.3,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,13,นายปัฐน์ชนนท์ คูณธนานุวัฒน์,โอกาสใหม่,254,0.27,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,9,14,นายนพพล ปุรณะชัยคีรี,เพื่อบ้านเมือง,192,0.2,95111,,95111,,,189,94.97487,,199
กรุงเทพมหานคร,10,1,นายเอกราช อุดมอำนวย,ประชาชน,41804,45.48,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,2,นายภูมิพัฒน์ โหสกุล,เพื่อไทย,19047,20.72,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,3,นางกนกนุช กลิ่นสังข์,โอกาสใหม่,9440,10.27,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,4,นายรณกร เชียรวิชัย,ภูมิใจไทย,7925,8.62,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,5,นายชัยพร แก้ววาตะ,ประชาธิปัตย์,6372,6.93,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,6,นายภูพิพัฒน์ สาวพัฒนะธาดา,รวมไทยสร้างชาติ,2012,2.19,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,7,นายชณธัศน์ เหลืองวัฒนะวุฒิ,เศรษฐกิจ,1437,1.56,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,8,นายไกรศักดิ์ เสาเวียง,ไทยสร้างไทย,636,0.69,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,9,นายรนภัทร นิธิโชติการ,ไทยก้าวใหม่,583,0.63,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,10,นายดิษยะฤทธิ์ รู้ดี,กล้าธรรม,545,0.59,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,11,นายอนุวัตร เผือกเกษม,ประชาธิปไตยใหม่,503,0.55,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,12,นายวรัชณ์กิตต์ วิศาลมนัส,รักชาติ,495,0.54,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,13,ว่าที่ร้อยตรีหญิงภัทราวดี นาคงาม,พลวัต,461,0.5,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,14,พลตำรวจตรีทินกร ณัฏฐมั่งคั่ง,ประชากรไทย,282,0.31,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,15,พลอากาศตรีธงชัย เพ็งเดือน,ความหวังใหม่,203,0.22,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,10,16,นายสาธิต นีระวงศ์,วิชชั่นใหม่,168,0.18,91913,,91913,,,178,94.68085,,188
กรุงเทพมหานคร,11,1,นางสาวศศินันท์ ธรรมนิฐินันท์,ประชาชน,38779,40.82,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,2,นางสาวรัตติกาล แก้วเกิดมี,เพื่อไทย,24850,26.16,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,3,นายเอกภพ เหลืองประเสริฐ,ภูมิใจไทย,20498,21.58,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,4,นางสาวรมิดา อินทะแพทย์,ประชาธิปัตย์,3839,4.04,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,5,นางสาวธนาภา อัครมะหะเวทน์,ประชากรไทย,1108,1.17,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,6,นายกร สิงห์ธีร์,รวมไทยสร้างชาติ,996,1.05,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,7,นายธนธรรม เจิดรังษี,เศรษฐกิจ,996,1.05,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,8,นายพงศกร ตันติพรหม,ไทยภักดี,686,0.72,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,9,ร.ต. เทวิน พิมพ์พันธุ์,อนาคตไทย,620,0.65,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,10,ร.ท. จักร์ บุนนาค,โอกาสใหม่,584,0.61,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,11,นางวันเพ็ญ รัตน์นิธิพงศ์,ไทยสร้างไทย,413,0.43,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,12,นายชนะ ยาดี,บ้านเมือง,369,0.39,100367,,94993,1207,4167,185,94.87179,,195
กรุงเทพมหานคร,11,13,นายณรงค์ศักดิ์ ฤทธิวรผล,ไทยก้าวใหม่,332,0.35,100367,,94993,1207,4167,185,94.87179,,195
