จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,ผู้ลงสมัคร สส.,พรรคที่สังกัด,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,จำนวนหน่วยเลือกตั้งทั้งหมด
จันทบุรี,2,3,นายจารึก ศรีอ่อน,เพื่อไทย,9940,10.83,102880,,91807,5014,6059,273,94.79167,,288
จันทบุรี,2,4,นายสิรวิชญ์ กิตติวงศา,ประชาธิปัตย์,6708,7.31,102880,,91807,5014,6059,273,94.79167,,288
จันทบุรี,2,5,นายจตุพร นิยมพฤกษ์,เศรษฐกิจ,4672,5.09,102880,,91807,5014,6059,273,94.79167,,288
จันทบุรี,2,6,นายบุญธรรม เจริญกล้า,กล้าธรรม,1042,1.13,102880,,91807,5014,6059,273,94.79167,,288
จันทบุรี,3,1,นายชรัตน์ เนรัญชร,ภูมิใจไทย,31798,34.88,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,2,นายพราหมณ์ มุกดาสนิท,พลังประชารัฐ,26664,29.24,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,3,นายไพโรจน์ บัวเผื่อน,ประชาชน,20697,22.7,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,4,นายเกรียงเดช เข็มทอง,เพื่อไทย,4138,4.54,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,5,นายแสนคมณ์มินทร์ อนามพงษ์,กล้าธรรม,2924,3.21,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,6,นายกฤตนัน เย็นสำราญ,ประชาธิปัตย์,2830,3.1,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,7,นายอดุลย์ ศรีภูมิสวัสดิ์,รักชาติ,1030,1.13,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,8,นายพชรดนัย ใจเที่ยง,ไทยก้าวใหม่,856,0.94,101001,,91176,4249,5576,281,94.93243,,296
จันทบุรี,3,9,นายธัญกาญจน์ อัครเดชเดชา,ปวงชนไทย,239,0.26,101001,,91176,4249,5576,281,94.93243,,296
ฉะเชิงเทรา,1,1,นางฐิติมา ฉายแสง,เพื่อไทย,38717,40.33,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,1,2,นายชานน อันไชยะ,ประชาชน,34889,36.34,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,1,3,นายกิตติชัย เรืองสวัสดิ์,ภูมิใจไทย,13705,14.28,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,1,4,นางสาวอรกฤติย์ แววคล้ายหงษ์,ประชาธิปัตย์,5677,5.91,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,1,5,นายฐาปกรณ์ เกิดพิทักษ์,กล้าธรรม,1889,1.97,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,1,6,นายวิรัตน์ เนียงมงคล,ปวงชนไทย,1127,1.17,96004,,96004,,,244,94.94163,,257
ฉะเชิงเทรา,2,1,นายอรรถกร ศิริลัทธยากร,กล้าธรรม,50833,46.28,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,2,2,นายพันธุ์พงศ์ อัศวชัยโสภณ,เพื่อไทย,32111,29.24,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,2,3,นายศุกติชา ตันเจริญ,ประชาชน,20063,18.27,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,2,4,นายณัฐกร เหลืองสุขเจริญ,ภูมิใจไทย,3019,2.75,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,2,5,นางสาวอภินันท์ภรณ์ ใต้หล้าสถาพร,ประชาธิปัตย์,2802,2.55,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,2,6,นายชาลี เจริญสุข,ปวงชนไทย,1000,0.91,109828,,109828,,,264,94.96403,,278
ฉะเชิงเทรา,3,1,นายชัยวัฒน์ เป้าเปี่ยมทรัพย์,กล้าธรรม,52758,56.27,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,2,นายณัฐธพัฒน์ ธรรมทินนา,ประชาชน,21616,23.06,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,3,นายศักดิ์ชาย ตันเจริญ,เพื่อไทย,14500,15.47,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,4,นายภานุพงษ์ ไทเศรษฐวัฒน์กุล,ภูมิใจไทย,2003,2.14,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,5,นายสายัณห์ เกตุประยูร,ประชาธิปัตย์,1377,1.47,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,6,นางลอง ไผ่ล้อม,ปวงชนไทย,929,0.99,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,3,7,นายศักดิ์ชัย ณรงค์หนู,พลังประชารัฐ,570,0.61,104600,,93753,5457,5390,246,94.98069,,259
ฉะเชิงเทรา,4,1,จ่าเอก ยศสิงห์ เหลี่ยมเลิศ,กล้าธรรม,47969,42.79,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,2,นางแพรวนภัศร์ ทองสุวรรณ์,ประชาชน,35257,31.45,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,3,พลตำรวจโท พิทักษ์ จารุสมบัติ,เพื่อไทย,19940,17.79,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,4,นายเศรษฐชาญย์ วสิฐพัฒน์,ภูมิใจไทย,4399,3.92,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,5,นางสาวอริยา บุญณัชญาณวุฒิ,ประชาธิปัตย์,2574,2.3,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,6,นายเชษศักดิ์ดา นาน้ำเชี่ยว,แรงงานสร้างชาติ,1162,1.04,122282,,112107,4490,5685,244,94.94163,,257
ฉะเชิงเทรา,4,7,นางสาวอรสา ชุมเกษียร,ปวงชนไทย,806,0.72,122282,,112107,4490,5685,244,94.94163,,257
ชลบุรี,1,1,นายสุชาติ ชมกลิ่น,ภูมิใจไทย,46253,47.4,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,2,นายวรท ศิริรักษ์,ประชาชน,42057,43.1,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,3,นายสรัลชา ศรีชลวัฒนา,ประชาธิปัตย์,2935,3.01,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,4,นายรัฐรุจน์ ปิยะพงศ์ภัทร์,เพื่อไทย,2435,2.5,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,5,นายอัศพงษ์ บูรณวงศ์,เศรษฐกิจ,1411,1.45,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,6,ว่าที่ร้อยตรีสมสรรค์ อธิเวสส์,รวมไทยสร้างชาติ,1311,1.34,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,7,นางรชาภา อัศวธาวาทิน,ไทยสร้างไทย,673,0.69,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,8,นายปภิณวิช ศิริณายกุล,พลังประชารัฐ,327,0.34,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,1,9,นายสันติ ถนอมเนื้อ,ปวงชนไทย,183,0.19,104344,,97585,2237,4522,163,94.76744,,172
ชลบุรี,2,1,นางสาววรรณิดา นพสิทธิ์,ประชาชน,30061,38.14,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,2,ร้อยเอกธนวัฒน์ ภาวสุทธิ์,ภูมิใจไทย,28820,36.56,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,3,ร้อยเอกจองชัย วงศ์ทรายทอง,ประชาธิปัตย์,14341,18.19,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,4,นายคงพัชร ไขรัศมี,เพื่อไทย,3085,3.91,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,5,นายภักดี โพธิ์แก้ว,เศรษฐกิจ,1131,1.43,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,6,นายสวัสดิ์ชัย แจ่มจำรัส,ไทยภักดี,827,1.05,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,7,นายบรรณวัฒน์ บุพพัณหสมัย,ปวงชนไทย,281,0.36,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,2,8,นายชัยชนะ อาจวารินทร์,พลังประชารัฐ,279,0.35,84051,,78825,1889,3337,126,94.73684,,133
ชลบุรี,3,1,ร้อยตำรวจเอก สิทธิพัฒน์ ภาวสุทธิ์,ภูมิใจไทย,42501,47.07,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,2,นายชวาล พลเมืองดี,ประชาชน,37164,41.16,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,3,นายพายุ เนื่องจำนงค์,เพื่อไทย,3641,4.03,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,4,นายรัชพล หนูกูล,ประชาธิปัตย์,2967,3.29,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,5,นายอาคม พละสุ,เศรษฐกิจ,2055,2.28,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,6,นายกฤตมงคล ดำรงศุภกิจกุล,ไทยภักดี,1199,1.33,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,3,7,นายกิติ์พิเชษฐ์ สุวดิษฐ์,พลังประชารัฐ,774,0.86,98529,,90301,3292,4936,170,94.97207,,179
ชลบุรี,4,1,นายจิรวุฒิ สิงห์โตทอง,ภูมิใจไทย,45751,56.64,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,2,นางสาวนภัสวรรณ มณีรัตน์โรจน์,ประชาชน,24213,29.98,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,3,นายอารยะ โรจนวณิชชากร,ประชาธิปัตย์,6426,7.96,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,4,นายลิขิต อัศวจารุวรรณ,เพื่อไทย,2151,2.66,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,5,นายศุภศิษฎ์ สรภัสจิรพงศ์,พลังประชารัฐ,987,1.22,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,6,นายจักรพล วชิรเสวีกุล,ไทยภักดี,850,1.05,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,4,7,นางสาวธัญญ์รวี ศรีกวินรุ่งเรือง,ปวงชนไทย,392,0.49,88809,,80770,3932,4107,173,94.53552,,183
ชลบุรี,5,1,นายอนันต์ ปรีดาสุทธิจิตต์,ภูมิใจไทย,52767,55.25,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,2,นายณรงธร โพธิ์หมื่น,ประชาชน,24799,25.96,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,3,นายประมวล เอมเปีย,เพื่อไทย,7729,8.09,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,4,นายปรีชา กาญจนบัตร,ประชาธิปัตย์,3766,3.94,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,5,นายสุพจน์ นาคู,เศรษฐกิจ,2846,2.98,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,6,นายทรงศักดิ์ แซ่ลี้,รวมไทยสร้างชาติ,917,0.96,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,7,นายพรชัย วงศ์ล้อมนิล,พลังประชารัฐ,855,0.9,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,8,นายสมุทร ธรรมมงคล,แรงงานสร้างชาติ,803,0.84,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,9,นายเสมอ ทองหยวก,ปวงชนไทย,660,0.69,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,5,10,นายไชยอนันต์ ขวัญกิจไพศาล,ไทยภักดี,372,0.39,102636,,95514,2214,4908,206,94.93088,,217
ชลบุรี,6,1,นางนฤมาศ เปี่ยมบัณฑิต,ประชาชน,41248,46.13,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,2,นายสุรสิทธิ์ นิธิวุฒิวรรักษ์,ภูมิใจไทย,34860,38.98,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,3,นายษรกฤต ผลลูกอินทร์,เพื่อไทย,3877,4.34,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,4,นายธนกร รักวงศ์อาชีพ,ประชาธิปัตย์,3241,3.62,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,5,นายปรมินทร์ จารุทัศน์โรจน์,ไทยภักดี,1647,1.84,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,6,นายชยางกูร ธรรมภรณ์,เศรษฐกิจ,1530,1.71,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,7,นางสาวกฤษฎ์ ชีวะธรรมานนท์,กล้าธรรม,910,1.02,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,8,นายนิติกร คงทอง,แรงงานสร้างชาติ,684,0.76,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,9,นายวิรัช นิลวดี,พลังประชารัฐ,674,0.75,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,10,นายสุพจน์ ทัพมงคล,สังคมประชาธิปไตยไทย,321,0.36,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,11,นายนิธิพจน์ สามงามนุ,ปวงชนไทย,268,0.3,89423,,89423,,,168,94.91525,,177
ชลบุรี,6,12,นายสมพร โชคชัยชาญวุฒิ,คลองไทย,163,0.18,89423,,89423,,,168,94.91525,,177
ชลบุรี,7,1,นายสหัสวัต คุมคง,ประชาชน,39986,48.32,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,2,นายสงกรานต์ ภาชนะ,ภูมิใจไทย,31986,38.65,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,3,นายนฤพล นิยมทรัพย์,เพื่อไทย,3003,3.63,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,4,นายสุขสันต์ มิสสาจันทร์,ประชาธิปัตย์,2584,3.12,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,5,นายพีธพงศ์ เสนียุติธรรม,เศรษฐกิจ,2100,2.54,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,6,นางสาวภัสพร พรประเสริฐ,รวมไทยสร้างชาติ,1412,1.71,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,7,นางสาวมะลิวัลย์ โกสุมภ์,ปวงชนไทย,494,0.6,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,8,นายประดิษฐ์ แพรกทอง,ไทยภักดี,451,0.54,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,9,นายมงคล ไตรพาน,สังคมประชาธิปไตยไทย,386,0.47,82754,,82754,,,154,94.47853,,163
ชลบุรี,7,10,นางสาวปณิฐาณ์ อัครมหาฐีร,พลังประชารัฐ,352,0.43,82754,,82754,,,154,94.47853,,163
ชลบุรี,8,1,นายเชาวลิตร แสงอุทัย,ภูมิใจไทย,37623,43.25,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,2,นางสาวมนัสวิน จันทร์เจริญ,ประชาชน,34702,39.89,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,3,นายชาญยุทธ เฮงตระกูล,เพื่อไทย,4471,5.14,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,4,นางพจนารถ แก้วผลึก,ประชาธิปัตย์,3430,3.94,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,5,นายรณเทพ อนุวัฒน์,เศรษฐกิจ,2046,2.35,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,6,นายชนะศักดิ์ รุ่งเสถียร,เสรีรวมไทย,1181,1.36,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,7,นายกำพล ตั้งเอกชัย,พลังประชารัฐ,1086,1.25,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,8,นายนิมิต ไมตรีวงค์,ปวงชนไทย,1043,1.2,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,9,นางสาวสุธาพร บำรุงยา,ไทยสร้างไทย,722,0.83,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,8,10,นายอมรฒิพัฒน์ ภูบาล,ไทยภักดี,690,0.79,94308,,86994,3052,4262,171,94.47514,,181
ชลบุรี,9,1,นายยอดชาย พึ่งพร,ประชาชน,27602,44.23,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,2,นายแมน อินทร์พิทักษ์,ภูมิใจไทย,23698,37.97,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,3,นายรัฐกิจ เฮงตระกูล,เพื่อไทย,5600,8.97,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,4,นายพีระชัย ชวรัตน์โชติวงศ์,ประชาธิปัตย์,2665,4.27,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,5,นางสาวกวินนาถ ตาคีย์,รวมไทยสร้างชาติ,1157,1.85,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,6,นายพงศนาถ จินดา,ไทยภักดี,940,1.51,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,7,นายสกลชัย เจริญรุจิจินต์,พลังประชารัฐ,407,0.65,62409,,62409,,,156,94.54545,,165
ชลบุรี,9,8,นายสุจินต์ หนองใหญ่,ปวงชนไทย,340,0.54,62409,,62409,,,156,94.54545,,165
ชลบุรี,10,1,นายธนาธาร ประมูลพงษ์,ประชาชน,27129,32.9,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,2,นายพนธกร ใคร่ครวญ,ภูมิใจไทย,23571,28.59,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,3,นายสะถิระ เผือกประพันธุ์,กล้าธรรม,23062,27.97,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,4,นายอัครเศรษฐ รักษ์สกุลสงสัย,เพื่อไทย,3326,4.03,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,5,พลเรือตรี นพดล บงกชกาญจน์,ประชาธิปัตย์,1853,2.25,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,6,นายภานุวัฒน์ ผาสุข,เศรษฐกิจ,1324,1.61,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,7,นายภาณุวิชญ์ อิสลาม,รวมไทยสร้างชาติ,1108,1.34,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,8,นางศศิมาภรณ์ ชมไพร,ไทยสร้างไทย,420,0.51,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,9,นายโอฬาร์ ปัญญปิติพัฒน,พลังประชารัฐ,336,0.41,89099,,82457,1990,4652,168,94.91525,,177
ชลบุรี,10,10,นายธนะพัฒน์ มธุรส,ปวงชนไทย,328,0.4,89099,,82457,1990,4652,168,94.91525,,177
ชัยนาท,1,1,นายอนุชา นาคาศัย,เพื่อไทย,36058,44.64,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,1,2,นายทรงพล ภัทราภิรมย์,ประชาชน,28737,35.58,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,1,3,นายธนบดี คุ้มชนะ,ประชาธิปัตย์,7271,9.0,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,1,4,นางสาวณัฐธิดา เมืองช้าง,ภูมิใจไทย,6221,7.7,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,1,5,นายปริญญา สุโพธิ์,กล้าธรรม,1284,1.59,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,1,6,นายสนธยา ภูษิต,พลังประชารัฐ,1199,1.48,94469,,80770,5718,7981,241,94.88189,,254
ชัยนาท,2,1,นายมณเฑียร สงฆ์ประชา,ภูมิใจไทย,54585,64.61,84484,,84484,,,248,94.65649,,262
ชัยนาท,2,2,นายสราวุธ งามสุขศรี,ประชาชน,16933,20.04,84484,,84484,,,248,94.65649,,262
ชัยนาท,2,3,นายวิฑูร ลี้ธีระนานนท์,เพื่อไทย,8937,10.58,84484,,84484,,,248,94.65649,,262
ชัยนาท,2,4,นายธงชัย จอยซู,ประชาธิปัตย์,2819,3.34,84484,,84484,,,248,94.65649,,262
ชัยนาท,2,5,นายปัญญา ไทยรัตนกุล,พลังประชารัฐ,747,0.88,84484,,84484,,,248,94.65649,,262
ชัยนาท,2,6,นายสุทิน แจงสิน,กลาธรรม,463,0.55,84484,,84484,,,248,94.65649,,262
ชัยภูมิ,1,1,นายโอซิษฐ์ เกียรติก้องชูชัย,เพื่อไทย,40748,49.89,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,2,นางสาวนัฏฐิกา โล่ห์วีระ,ประชาชน,24738,30.29,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,3,นายวรวุฒิ จอดนอก,ภูมิใจไทย,6739,8.25,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,4,นางสาวเกวลิน ชัยวัฒนกุลวานิช,กล้าธรรม,4421,5.41,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,5,นายวรพล พรมเมืองเก่า,ประชาธิปัตย์,1155,1.41,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,6,นายอาวุธ ปะเมโท,รวมไทยสร้างชาติ,1067,1.31,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,7,นายวันชัย ลือมงคล,เศรษฐกิจ,908,1.11,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,8,นายเกษมศักดิ์ อัครเพศ,ทางเลือกใหม่,894,1.09,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,9,นายอนุชา เจริญรักษ์,ก้าวอิสระ,632,0.77,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,1,10,นายดิเรก ผาสุขมูล,ไทยก้าวใหม่,371,0.45,81673,,81673,,,56,21.29278,,263
ชัยภูมิ,2,1,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,54996,69.33,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,2,นางสาววาสนา อยู่ภักดี,ประชาชน,14658,18.48,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,3,นายทัศนัย สุขประสาร,ภูมิใจไทย,3538,4.46,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,4,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,1879,2.37,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,5,นายถวัลย์ หงษ์ไทย,เศรษฐกิจ,1687,2.13,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,6,ณรงค์ แขนอก,ประชาธิปัตย์,1314,1.66,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,2,7,นายประเสริฐศักดิ์ ขำหินตั้ง,ไทยก้าวใหม่,1254,1.58,87136,,79326,4464,3346,327,94.78261,,345
ชัยภูมิ,3,1,นายสัมฤทธิ์ แทนทรัพย์,ภูมิใจไทย,48116,63.91,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,3,2,นายสนั่น พัชรเตชโสภณ,เพื่อไทย,15311,20.34,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,3,3,นายกฤษณ์ คูนรัตนศิริ,ประชาชน,9366,12.44,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,3,4,พันโท สุเทพ บุญทะเล,เศรษฐกิจ,1072,1.42,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,3,5,นายวีระ ถนอมธรรม,รวมไทยสร้างชาติ,769,1.02,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,3,6,นางสาวพิศมัย สร้อยสุวรรณ,ประชาธิปัตย์,655,0.87,75289,,75289,,,292,94.80519,,308
ชัยภูมิ,4,1,นางสาวสุชาดา ซาง แทนทรัพย์,ภูมิใจไทย,36907,50.69,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,2,นางสาวกาญจนา จังหวะ,กล้าธรรม,17314,23.78,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,3,นายสิทธิพล ภูธรณ์,ประชาชน,9001,12.36,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,4,นายวรฉัตร พงษ์ธีระดุลย์,เพื่อไทย,8255,11.34,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,5,นายณรงฤทธิ์ มอบสันเทียะ,รวมไทยสร้างชาติ,449,0.62,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,6,นายชาติชาย อาจสนาม,เศรษฐกิจ,437,0.6,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,7,นางสาวน้ำฝน หอมชาลี,ประชาธิปัติย์,315,0.43,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,4,8,นางสาวนงค์คราญ ฤาชาญ,ประชาธิปไตยใหม่,131,0.18,76539,,72809,2736,994,176,75.86207,,232
ชัยภูมิ,5,1,นายศิวะ พงศ์ธีระดุลย์,เพื่อไทย,29851,34.93,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,2,นายธนกฤต จรรย์โกมล,ภูมิใจไทย,23594,27.61,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,3,นายสุขสันต์ ชื่นจิตร,กล้าธรรม,19605,22.94,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,4,นายอภิเดช ประทุมแก้ว,ประชาชน,9294,10.88,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,5,นายชยนนท์ คำเบ้า,ประชาธิปัตย์,719,0.84,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,6,นายปิยชัย โชติมาวณิช,เศรษฐกิจ,711,0.83,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,7,นายวิชัย ปัญญา,ไทยทรัพย์ทวี,646,0.76,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,8,ส.อ.นิติภัส สุภาพงษ์นันทกุล,รวมไทยสร้างชาติ,448,0.52,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,9,นายจงเจริญ เอกทวีกุล,ประชากรไทย,278,0.33,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,10,นายศรคม ภาชา,พลังประชารัฐ,233,0.27,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,5,11,นายหนูเสน พรมวงศ์,ทางเลือกใหม่,71,0.08,85450,,85450,,,254,94.77612,,268
ชัยภูมิ,6,1,นายเชวงศักดิ์ เร่งไพบูลย์วงษ์,ภูมิใจไทย,50655,60.78,89261,,83346,3852,2063,258,94.85294,,272
ชัยภูมิ,6,2,นางสาววิเมลือง แก้วศิริ,เพื่อไทย,16918,20.3,89261,,83346,3852,2063,258,94.85294,,272
ชัยภูมิ,6,3,นายแทนยุทธพงษ์ วงษ์วัชรวานิช,ประชาชน,13155,15.78,89261,,83346,3852,2063,258,94.85294,,272
ชัยภูมิ,6,4,นายเสถียรพงศ์ เที่ยงตรง,ประชาธิปัตย์,937,1.12,89261,,83346,3852,2063,258,94.85294,,272
ชัยภูมิ,6,5,นายรุ่งโรจน์ ภูศักดิ์,รวมไทยสร้างชาติ,735,0.88,89261,,83346,3852,2063,258,94.85294,,272
ชัยภูมิ,6,6,นายสากล มาชัยภูมิ,เศรษฐกิจ,586,0.7,89261,,83346,3852,2063,258,94.85294,,272
